 propety , callret-1 ,
 http://es.dbpedia.org/property/esposa , 16 ,
 http://es.dbpedia.org/property/significado , "1" ,
 http://es.dbpedia.org/property/viceprimerministra , "2" ,
 http://es.dbpedia.org/property/enlaceEditor , 19 ,
 http://es.dbpedia.org/property/predecesores , 110 ,
 http://es.dbpedia.org/property/doi , 41 ,
 http://es.dbpedia.org/property/lugardef , "4" ,
 http://es.dbpedia.org/property/author2First , "1" ,
 http://es.dbpedia.org/property/direction , "1" ,
 http://es.dbpedia.org/property/educacionSecundaria , "1" ,
 http://es.dbpedia.org/property/instrumento , "4" ,
 http://es.dbpedia.org/property/votosV�lidos , "3" ,
 http://es.dbpedia.org/property/descripci�n , 95 ,
 http://dbpedia.org/property/wikt , "1" ,
 http://es.dbpedia.org/property/seiyu , "5" ,
 http://es.dbpedia.org/property/cadena , "2" ,
 http://es.dbpedia.org/property/conocidaPor , "1" ,
 http://es.dbpedia.org/property/lugarNacimiento , 21 ,
 http://es.dbpedia.org/property/postgrados , 27 ,
 http://es.dbpedia.org/property/contenido , "1" ,
 http://es.dbpedia.org/property/nombreEnCastellano , "4" ,
 http://es.dbpedia.org/property/pmin , "1" ,
 http://es.dbpedia.org/property/canal , "8" ,
 http://es.dbpedia.org/property/newspaper , "3" ,
 http://es.dbpedia.org/property/descripci�nImagen , "1" ,
 http://es.dbpedia.org/property/p�ginaWeb , 25 ,
 http://es.dbpedia.org/property/tiempo , 12 ,
 http://es.dbpedia.org/property/imagen , 11514 ,
 http://es.dbpedia.org/property/abuelos , "1" ,
 http://es.dbpedia.org/property/votosEnBlanco , "1" ,
 http://es.dbpedia.org/property/acr�nimo , "1" ,
 http://es.dbpedia.org/property/premier , "6" ,
 http://es.dbpedia.org/property/branch , "1" ,
 http://es.dbpedia.org/property/estudiantes , "3" ,
 http://es.dbpedia.org/property/listas , "1" ,
 http://es.dbpedia.org/property/lucarnac , "2" ,
 http://es.dbpedia.org/property/dead , "6" ,
 http://es.dbpedia.org/property/fin , "7" ,
 http://dbpedia.org/property/president , "3" ,
 http://es.dbpedia.org/property/empleos , 38 ,
 http://es.dbpedia.org/property/editorLast , 11 ,
 http://es.dbpedia.org/property/sucesores , 109 ,
 http://dbpedia.org/property/parents , "5" ,
 http://xmlns.com/foaf/0.1/depiction , 72 ,
 http://es.dbpedia.org/property/comando , "3" ,
 http://es.dbpedia.org/property/obrasDestacadas , 22 ,
 http://dbpedia.org/property/termLabel , "1" ,
 http://dbpedia.org/ontology/wikiPageInterLanguageLink , 11 ,
 http://es.dbpedia.org/property/eponimo , 14 ,
 http://es.dbpedia.org/property/serie , 81 ,
 http://es.dbpedia.org/property/consagraci�n , "3" ,
 http://es.dbpedia.org/property/salign , "1" ,
 http://dbpedia.org/property/q , "1" ,
 http://es.dbpedia.org/property/transcripci�nurl , "1" ,
 http://dbpedia.org/property/office , 11 ,
 http://es.dbpedia.org/property/ordenaci�nSacerdotal , "1" ,
 http://es.dbpedia.org/property/display , "1" ,
 http://es.dbpedia.org/property/mapaPie , "1" ,
 http://es.dbpedia.org/property/or�gen , "1" ,
 http://es.dbpedia.org/property/cementerio , "3" ,
 http://es.dbpedia.org/property/educacip�n , "2" ,
 http://es.dbpedia.org/property/residencia , 1074 ,
 http://es.dbpedia.org/property/relig�on , "1" ,
 http://es.dbpedia.org/property/final , 1840 ,
 http://es.dbpedia.org/property/porcentajeAbstenci�n , "1" ,
 http://es.dbpedia.org/property/reinado , "3" ,
 http://es.dbpedia.org/property/luagrnac , "1" ,
 http://dbpedia.org/property/rank , "1" ,
 http://dbpedia.org/ontology/signature , "2" ,
 http://es.dbpedia.org/property/lccn , "7" ,
 http://es.dbpedia.org/property/partidoPolitico , "1" ,
 http://es.dbpedia.org/property/postgrado , "1" ,
 http://es.dbpedia.org/property/predesor , "1" ,
 http://es.dbpedia.org/property/bisnietos , "1" ,
 http://es.dbpedia.org/property/datos , 37 ,
 http://es.dbpedia.org/property/suscripci�n , "1" ,
 http://es.dbpedia.org/property/m�scaraautor , "7" ,
 http://es.dbpedia.org/property/primerministro , 1144 ,
 http://es.dbpedia.org/property/parlamento , "1" ,
 http://es.dbpedia.org/property/presidenta(interina)_ , "1" ,
 http://es.dbpedia.org/property/selecci�nNacionalPer�odo , "1" ,
 http://es.dbpedia.org/property/fondoDeTexto , "1" ,
 http://es.dbpedia.org/property/beatificaci�n , "1" ,
 http://es.dbpedia.org/property/a�oFallecimiento , "1" ,
 http://es.dbpedia.org/property/periodo , 14 ,
 http://es.dbpedia.org/property/secretarioGeneral , "2" ,
 http://es.dbpedia.org/property/archiveurl , 18 ,
 http://es.dbpedia.org/property/party , "1" ,
 http://es.dbpedia.org/property/urlarchivio , "1" ,
 http://es.dbpedia.org/property/aliados , "4" ,
 http://es.dbpedia.org/property/2cargo , "5" ,
 http://es.dbpedia.org/property/1data , 205 ,
 http://es.dbpedia.org/property/urlTesis , "1" ,
 http://es.dbpedia.org/property/vicepreidente , "1" ,
 http://es.dbpedia.org/property/textoimagen , 25 ,
 http://es.dbpedia.org/property/pmc , "5" ,
 http://es.dbpedia.org/property/pseud�nimo , "1" ,
 http://es.dbpedia.org/property/fechafal , "2" ,
 http://es.dbpedia.org/property/ancho , 64 ,
 http://es.dbpedia.org/property/premiosSanSebastian , "2" ,
 http://dbpedia.org/ontology/wikiPageWikiLink , 1400 ,
 http://es.dbpedia.org/property/v , "1" ,
 http://es.dbpedia.org/property/df , "1" ,
 http://es.dbpedia.org/property/anterior , "1" ,
 http://es.dbpedia.org/property/pseudonimo , "1" ,
 http://es.dbpedia.org/property/oficina , "2" ,
 http://es.dbpedia.org/property/carrerasComenzadas , "1" ,
 http://es.dbpedia.org/property/designadoPor , "2" ,
 http://es.dbpedia.org/property/textoImagen , 11 ,
 http://es.dbpedia.org/property/director , "2" ,
 http://es.dbpedia.org/property/diputadaFederalLxiiiLegislatura , "1" ,
 http://es.dbpedia.org/property/sucesr , "1" ,
 http://es.dbpedia.org/property/debut , "1" ,
 http://es.dbpedia.org/property/escalaf�n , "1" ,
 http://es.dbpedia.org/property/conyug� , "1" ,
 http://es.dbpedia.org/property/juntoa , 623 ,
 http://es.dbpedia.org/property/vol , "2" ,
 http://es.dbpedia.org/property/premiosAriel , 15 ,
 http://es.dbpedia.org/property/vicerectorinvestigacion , "2" ,
 http://es.dbpedia.org/property/1pp , 11 ,
 http://es.dbpedia.org/property/distinci�nHonor�fica , "1" ,
 http://es.dbpedia.org/property/pocupaci�n , "1" ,
 http://es.dbpedia.org/property/nacido , "2" ,
 http://es.dbpedia.org/property/vicesecretario , "1" ,
 http://es.dbpedia.org/property/gobernadora , "1" ,
 http://es.dbpedia.org/property/almaM�ter , 420 ,
 http://es.dbpedia.org/property/mes , 10 ,
 http://es.dbpedia.org/property/programas , "9" ,
 http://es.dbpedia.org/property/nombreDeNacimiento , 835 ,
 http://es.dbpedia.org/property/presidentaMunicipalDeTultitl�n , "1" ,
 http://es.dbpedia.org/property/visir , "3" ,
 http://es.dbpedia.org/property/nombreEstudio , "7" ,
 http://es.dbpedia.org/property/alineaci�n , "2" ,
 http://es.dbpedia.org/property/1ps , "1" ,
 http://es.dbpedia.org/property/padres , 4570 ,
 http://dbpedia.org/property/votesmart , "1" ,
 http://es.dbpedia.org/property/litigants , "1" ,
 http://es.dbpedia.org/property/iterColega , "5" ,
 http://es.dbpedia.org/property/b%3CscriptSrc , "1" ,
 http://es.dbpedia.org/property/origen , "3" ,
 http://es.dbpedia.org/property/concubina , "1" ,
 http://es.dbpedia.org/property/flick , "1" ,
 http://es.dbpedia.org/property/commands , "1" ,
 http://es.dbpedia.org/property/opinion , "1" ,
 http://es.dbpedia.org/property/archivo , 12 ,
 http://es.dbpedia.org/property/seud�nimo , 31 ,
 http://es.dbpedia.org/property/porcentajeVotosEnBlanco , "1" ,
 http://es.dbpedia.org/property/1a , 41 ,
 http://es.dbpedia.org/property/primos , "1" ,
 http://es.dbpedia.org/property/iterEpon , "1" ,
 http://es.dbpedia.org/property/alto , "4" ,
 http://dbpedia.org/property/congbio , "1" ,
 http://es.dbpedia.org/property/magister , "1" ,
 http://es.dbpedia.org/property/creador , "4" ,
 http://es.dbpedia.org/property/servicioMilitary , "2" ,
 http://dbpedia.org/ontology/wikiPageLength , 12004 ,
 http://es.dbpedia.org/property/fechaDeMuerte , "8" ,
 http://es.dbpedia.org/property/mapa , "1" ,
 http://es.dbpedia.org/property/rectoraInterina , "1" ,
 http://es.dbpedia.org/property/tama�oImagen , 11 ,
 http://es.dbpedia.org/property/number , "1" ,
 http://es.dbpedia.org/property/first , 249 ,
 http://es.dbpedia.org/property/t�tuloPartidos , "3" ,
 http://es.dbpedia.org/property/estatus , 10 ,
 http://es.dbpedia.org/property/descripcion , "2" ,
 http://dbpedia.org/ontology/originalName , "2" ,
 http://es.dbpedia.org/property/termStart , "3" ,
 http://dbpedia.org/ontology/battle , "3" ,
 http://es.dbpedia.org/property/deadurl , "3" ,
 http://es.dbpedia.org/property/formaci�n , "3" ,
 http://es.dbpedia.org/property/ubicaci�n , 524 ,
 http://es.dbpedia.org/property/supervisoraDoctoral , "1" ,
 http://es.dbpedia.org/property/a�os , "3" ,
 http://dbpedia.org/ontology/orderInOffice , 17 ,
 http://es.dbpedia.org/property/educaci�n , 269 ,
 http://es.dbpedia.org/property/sitio , "3" ,
 http://es.dbpedia.org/property/ieimagen , "1" ,
 http://es.dbpedia.org/property/altura , 25 ,
 http://es.dbpedia.org/property/nacionalidad(es)_ , "1" ,
 http://es.dbpedia.org/property/a�oTesis , "9" ,
 http://es.dbpedia.org/property/jstor , 124 ,
 http://es.dbpedia.org/property/tipo , 13 ,
 http://es.dbpedia.org/property/signatarios , "1" ,
 http://es.dbpedia.org/property/a�osActivo , 70 ,
 http://es.dbpedia.org/property/porcentajeVotosV�lidos , "3" ,
 http://es.dbpedia.org/property/s , 33 ,
 http://es.dbpedia.org/property/primeminister , "4" ,
 http://es.dbpedia.org/property/c�nyuges , "6" ,
 http://es.dbpedia.org/property/predeceso2r , "2" ,
 http://es.dbpedia.org/property/a�osEnSevicioMilitar , "1" ,
 http://es.dbpedia.org/property/estandartePresidencial , "1" ,
 http://es.dbpedia.org/property/afiliacion , "1" ,
 http://es.dbpedia.org/property/fechaacceso , 51 ,
 http://es.dbpedia.org/property/porcentajeVotosNulos , "1" ,
 http://es.dbpedia.org/property/webOficial , "1" ,
 http://es.dbpedia.org/property/sucesi�n , 17 ,
 http://es.dbpedia.org/property/place , 12 ,
 http://es.dbpedia.org/property/pieDeImagen , 629 ,
 http://es.dbpedia.org/property/cat , "1" ,
 http://es.dbpedia.org/property/lugarDeFallecimineto , "1" ,
 http://es.dbpedia.org/property/especialidad , "1" ,
 http://es.dbpedia.org/property/actor , "4" ,
 http://es.dbpedia.org/property/sucedidoPor , "1" ,
 http://dbpedia.org/property/party , "2" ,
 http://es.dbpedia.org/property/domicilioElectoral , "1" ,
 http://es.dbpedia.org/property/lugarDeResidencia , "8" ,
 http://es.dbpedia.org/property/�rganoJudicial , "2" ,
 http://es.dbpedia.org/property/separador , "1" ,
 http://es.dbpedia.org/property/barras , "3" ,
 http://es.dbpedia.org/property/batallas , 271 ,
 http://es.dbpedia.org/property/nieta , "1" ,
 http://es.dbpedia.org/property/editor1Link , "1" ,
 http://es.dbpedia.org/property/escritor , "1" ,
 http://dbpedia.org/ontology/militaryBranch , "1" ,
 http://es.dbpedia.org/property/prefijoHonr�fico , "2" ,
 http://es.dbpedia.org/property/3a , "7" ,
 http://dbpedia.org/property/wiktSearch , "1" ,
 http://es.dbpedia.org/property/url , 4656 ,
 http://es.dbpedia.org/property/contribution , "3" ,
 http://es.dbpedia.org/property/colorDeOjos , "6" ,
 http://es.dbpedia.org/property/influy�En , "3" ,
 http://es.dbpedia.org/property/empleador , 115 ,
 http://es.dbpedia.org/property/anno , "1" ,
 http://es.dbpedia.org/property/birthName , "3" ,
 http://es.dbpedia.org/property/2p , 30 ,
 http://es.dbpedia.org/property/tipotecnicas , "2" ,
 http://es.dbpedia.org/property/misiones , "1" ,
 http://es.dbpedia.org/property/fechaNacimiento , 10 ,
 http://es.dbpedia.org/property/presidenteDelBancoCentralDelUruguay , "1" ,
 http://es.dbpedia.org/property/estudios , "8" ,
 http://es.dbpedia.org/property/office , 15 ,
 http://es.dbpedia.org/property/situaci�nActual , "1" ,
 http://es.dbpedia.org/property/oficios , "1" ,
 http://es.dbpedia.org/property/imagesize , "6" ,
 http://es.dbpedia.org/property/tama�o , 78 ,
 http://es.dbpedia.org/property/selecci�n , "3" ,
 http://es.dbpedia.org/property/pinpoint , "1" ,
 http://es.dbpedia.org/property/description , "1" ,
 http://es.dbpedia.org/property/audio , "1" ,
 http://es.dbpedia.org/property/imagenBandera , "3" ,
 http://es.dbpedia.org/property/nombreArtistico , "1" ,
 http://es.dbpedia.org/property/autore , "1" ,
 http://dbpedia.org/ontology/birthDate , 14 ,
 http://es.dbpedia.org/property/situci�nPenal , "1" ,
 http://es.dbpedia.org/property/sobrina , "1" ,
 http://es.dbpedia.org/property/descendencia , "6" ,
 http://es.dbpedia.org/property/tama�oDeLaImagen , "1" ,
 http://es.dbpedia.org/property/afiliaci�n , "1" ,
 http://es.dbpedia.org/property/poagrado , "1" ,
 http://es.dbpedia.org/property/facebook , 353 ,
 http://es.dbpedia.org/property/general , "1" ,
 http://es.dbpedia.org/property/zona , "1" ,
 http://dbpedia.org/property/order , "1" ,
 http://es.dbpedia.org/property/equipoDebut , "9" ,
 http://es.dbpedia.org/property/vorige , "2" ,
 http://es.dbpedia.org/property/estudiante , "1" ,
 http://es.dbpedia.org/property/vicegobernadora , "5" ,
 http://www.w3.org/2007/05/powder-s#describedby , 848 ,
 http://es.dbpedia.org/property/lider , "1" ,
 http://es.dbpedia.org/property/fina , "1" ,
 http://es.dbpedia.org/property/t�tulos , 102 ,
 http://es.dbpedia.org/property/elecci�n , "1" ,
 http://xmlns.com/foaf/0.1/name , 23966 ,
 http://es.dbpedia.org/property/t�tulotrad , 10 ,
 http://es.dbpedia.org/property/premiosTpDeOro , "2" ,
 http://es.dbpedia.org/property/article , "2" ,
 http://es.dbpedia.org/property/fuentebiogr�fica , "1" ,
 http://es.dbpedia.org/property/apodos , "4" ,
 http://es.dbpedia.org/property/prefijohonor�fico , "1" ,
 http://xmlns.com/foaf/0.1/topic , 14045 ,
 http://es.dbpedia.org/property/agencia , "3" ,
 http://es.dbpedia.org/property/actorDeDoblajeEspa�a , "1" ,
 http://es.dbpedia.org/property/nombreOficial , "1" ,
 http://es.dbpedia.org/property/ciudadania , "4" ,
 http://es.dbpedia.org/property/monarch , "1" ,
 http://es.dbpedia.org/property/situaci�nPenal , 32 ,
