PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,pistas,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,NUM,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,BARRIO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TIPO
11080945,Instalación Deportiva Municipal Básica Club de Petanca Peonias,,, Pistas de bolos y petanca,Pista de bolos ,"Metro: EsperanzaBus: 120 , 122.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=47cd4c43e20de610VgnVCM2000001f4a900aRCRD,peonias,2,MADRID,MADRID,28042,PALOMAS,HORTALEZA,447603,4477959,40.45064086472342,-3.6179092385151757,InstalacionesDeportivasBasicas
5940483,Instalación Deportiva Municipal Básica Cocheras (Ciudad Lineal),,, Pista de fútbol,Pista de fútbol ,"Bus: 15 , 28 , 71 , 110 , 113 , 210.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0aca0c7f53bed210VgnVCM1000000b205a0aRCRD,san lamberto,0,MADRID,MADRID,28017,VENTAS,CIUDAD LINEAL,445018,4475056,40.42244010701552,-3.6494391609819576,CamposEstadiosFutbol
4528738,Instalación Deportiva Municipal Básica Cocheras (Retiro),,, Pistas de baloncesto  Pistas de patinaje (bajo el puente de Doctor Esquerdo) Tenis de mesa,"Pista de baloncesto ,Pista de patinaje ","Metro: Pacífico  Bus: 8 , 10 , 24 , 37 , 54 , 56 , 57 , 136 ,141  Bicicletas:    Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4405ad5b81301110VgnVCM1000000b205a0aRCRD,cocheras,1,MADRID,MADRID,28007,PACIFICO,RETIRO,442610,4472449,40.400673376887404,-3.676298173141196,InstalacionesDeportivasBasicas
4560062,Instalación Deportiva Municipal Básica Colombia,,, Pista de patinaje,Pista de patinaje ,"Metro: ColombiaBus: 7 , 11 , 40 , 52 , 87",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=af26de1d88402110VgnVCM1000000b205a0aRCRD,colombia,59,MADRID,MADRID,28016,HISPANOAMERICA,CHAMARTIN,443369,4478989,40.457759787152014,-3.669215880508611,PistasPatinaje
4543102,Instalación Deportiva Municipal Básica Colonia Euskalduna,,, Pistas de fútbol sala.,Pista de fútbol ,"Metro: Villaverde bajo CruceBus: 18 , 86 , 116Cercanías: Puente Alcocer",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4c137874b8f61110VgnVCM1000000b205a0aRCRD,hermandad de donantes de sangre,7,MADRID,MADRID,28041,LOS ANGELES,VILLAVERDE,440690,4467556,40.35456935043359,-3.699754645665144,CamposEstadiosFutbol
4543975,Instalación Deportiva Municipal Básica Colonia Marconi,,, Pistas de tenis Frontones cortos Pista polideportiva Pista de patinaje,"Pistas de tenis ,Pista de patinaje ,Pista polideportiva",Bus: 79,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2b538004f7471110VgnVCM1000000b205a0aRCRD,marconi,0,MADRID,MADRID,28021,SAN ANDRES,VILLAVERDE,441234,4465260,40.33393325295466,-3.6931253996834856,PistasTenisBadminton
4542504,Instalación Deportiva Municipal Básica Colonia San Cristóbal de Los Ángeles,,, Pistas Polideportivas.,,"Metro: San CristóbalBus: 59, 79",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=adab8e71e6e61110VgnVCM1000000b205a0aRCRD,rocafort,0,MADRID,MADRID,28021,SAN CRISTOBAL,VILLAVERDE,441530,4466052,40.34108883895775,-3.6897253636919576,CamposEstadiosFutbol
4581472,Instalación Deportiva Municipal Básica Colonia Sierra del Valle,,, Pista de balonmano Pista de baloncesto,"Pista de balonmano ,Pista de baloncesto ","Metro: PortazgoBus: 10 , 54 , 57 , 58 , 103 , 310",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d1370aec7b7b2110VgnVCM1000000b205a0aRCRD,payaso fofo,7,MADRID,MADRID,28018,PALOMERAS BAJAS,PUENTE DE VALLECAS,444107,4471556,40.39084028688396,-3.6598693175789343,InstalacionesDeportivasBasicas
4583089,Instalación Deportiva Municipal Básica Colonia los Taxistas,,, Pistas de Balonmano Pistas de BaloncestoTenis de mesa,"Pista de balonmano ,Pistas de baloncesto",Bus: 141,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=21dbde6b48db2110VgnVCM1000000b205a0aRCRD,sierra de cuerda larga,0,MADRID,MADRID,28038,NUMANCIA,PUENTE DE VALLECAS,444378,4472533,40.39966893400019,-3.656750264445625,InstalacionesDeportivasBasicas
4579784,Instalación Deportiva Municipal Básica Concejal Gabriel Fernández (Parque Cuña Verde),,, Pista de fútbol  Pistas de fútbol  (césped artificial)  Pistas de polideportivas (baloncesto y ecuavoley) Tenis de mesa,"Pista de fútbol ,Pista de fútbol ,Pistas de polideportivas ","Metro: LagunaBus: 25 , 31 , 55 , 119 , 138.Renfe: Laguna",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=df6fb1d084ea2110VgnVCM2000000c205a0aRCRD,cuart de poblet,6,MADRID,MADRID,28047,LUCERO,LATINA,436305,4472321,40.39717971610274,-3.7518546091873803,CamposEstadiosFutbol
4548726,Instalación Deportiva Municipal Básica Conde Duque,,, Pista de fútbol sala  Pista de bolos y petanca  Pista de chito,"Pista de fútbol ,Pista de bolos ,Pistas de chito ","Metro: San Bernardo , Noviciado , Ventura Rodríguez.Bus: 1 , 2 , 21 , 44 , 47 , 74 , 133 , 202 , C.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=42fed03df9c91110VgnVCM2000000c205a0aRCRD,santa cruz de marcenado,21,MADRID,MADRID,28015,UNIVERSIDAD,CENTRO,439742,4475605,40.42890457185098,-3.710390334447589,InstalacionesDeportivasBasicas
4548924,Instalación Deportiva Municipal Básica Condesa de Venadito,,, Pista de fútbol sala  Pista de baloncesto  Pista BMX Flatland  Pista Skate,"Pista de fútbol ,Pista de baloncesto ","Bus: 11 , 21 , 53 , 70 , 114 , 115 , 122 , 200.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=000ebea9e0d91110VgnVCM1000000b205a0aRCRD,condesa de venadito,7,MADRID,MADRID,28027,SAN PASCUAL,CIUDAD LINEAL,444628,4477362,40.44505998039654,-3.652958563116748,CamposEstadiosFutbol
6345083,Instalación Deportiva Municipal Básica Cordel de Pavones,,,Frontón Pistas de baloncesto Pistas polideportivasbasket,"Pista de baloncesto ,Pista polideportiva","Metro: ValdebernardoBus: 8 , 71 , 130",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2eace1fffb1f5310VgnVCM2000000c205a0aRCRD,cordel de pavones,11,MADRID,MADRID,28032,CASCO H.VICALVARO,VICALVARO,447617,4472536,40.39990644210208,-3.6185840558372244,InstalacionesDeportivasBasicas
6345642,Instalación Deportiva Municipal Básica Cordel de Pavones I,,, Pista de tenis  Pistas de pádel  Tenis de mesa,"Pistas de tenis ,Pistas de pádel ","Metro: VicálvaroBus: 4 , 100 , 106 , 130",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b541c4c4222f5310VgnVCM2000000c205a0aRCRD,cordel de pavones,9,MADRID,MADRID,28032,AMBROZ,VICALVARO,448471,4473573,40.40930182229157,-3.608605091516184,CamposEstadiosFutbol
5935266,Instalación Deportiva Municipal Básica Corregidor Diego de Valderrábano,,, Pistas de baloncestoPista de fútbol sala.,Pistas de baloncesto,"Metro: Estrella.Bus: 8 , 20 , 30 , 32 , 113.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4f796e6292bdd210VgnVCM1000000b205a0aRCRD,corregidor diego de valderrabano,24,MADRID,MADRID,28030,MEDIA LEGUA,MORATALAZ,444207,4473615,40.40940474947577,-3.6588602502598873,CamposEstadiosFutbol
5785030,Instalación Deportiva Municipal Básica Cuevas de Almanzora,,, Pista de fútbol sala.,Pista de fútbol ,"Metro: ManoterasBus: 7 , 29 , 129",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=467ce76a0948a210VgnVCM2000000c205a0aRCRD,mojacar,2,MADRID,MADRID,28033,APOSTOL SANTIAGO,HORTALEZA,444216,4481177,40.47940888739177,-3.658140197005035,InstalacionesDeportivasBasicas
4669898,Instalación Deportiva Municipal Básica Cárcavas Oeste I,,, Pista de baloncesto.,Pista de baloncesto ,Bus: 87,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=88018a43c67c5110VgnVCM1000000b205a0aRCRD,carmen rico godoy,40,MADRID,MADRID,28055,VALDEFUENTES,HORTALEZA,446141,4481243,40.48013725057699,-3.635430388203537,CamposEstadiosFutbol
6335547,Instalación Deportiva Municipal Básica Cárcavas Oeste II,,, Pista polideportiva,Pista polideportiva,Bus: 87,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c65b0f74158c5310VgnVCM1000000b205a0aRCRD,san andres de rabanedo,1,MADRID,MADRID,28055,VALDEFUENTES,HORTALEZA,446216,4481325,40.48087402947953,-3.6345699273053054,CamposEstadiosFutbol
4555783,Instalación Deportiva Municipal Básica David González Rubio,,, Pistas de fútbol Pista polideportiva Pista de balonmano,"Pista de fútbol ,Pista de balonmano ,Pista polideportiva","Bus: 81 , 121",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=948631437ffd1110VgnVCM1000000b205a0aRCRD,doctor tolosa latour,0,MADRID,MADRID,28041,ORCASUR,USERA,440495,4469851,40.375239149670676,-3.702253695777978,CamposEstadiosFutbol
4566204,Instalación Deportiva Municipal Básica Dehesa del Príncipe,,, Pista de fútbol sala Pistas de petanca,"Pista de fútbol ,Pista de petanca ","Bus: 39 , 139Metro: Cuatro VientosRenfe: Cuatro Vientos",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f06fd8cbe5d22110VgnVCM1000000b205a0aRCRD,arqueros,29,MADRID,MADRID,28024,CAMPAMENTO,LATINA,432598,4470356,40.379186090420234,-3.7953243919503508,CamposEstadiosFutbol
4554593,Instalación Deportiva Municipal Básica Diana,,, Pistas de baloncesto Pista de fútbol - sala,"Pista de baloncesto ,Pista de fútbol ","Metro:  Alameda de OsunaBus: 101 , 105 , 112 , 114 , 115 , 151",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c232ee4851bd1110VgnVCM1000000b205a0aRCRD,galeon,25,MADRID,MADRID,28042,ALAMEDA DE OSUNA,BARAJAS,450434,4478671,40.45721870340052,-3.5845999549053547,InstalacionesDeportivasBasicas
4549195,Instalación Deportiva Municipal Básica Doctor Cirajas,,, Pistas de baloncesto.,Pista de baloncesto ,"Metro: Ciudad Lineal , Pueblo NuevoBus: 4 , 38 , 48 , 70 , 105 , 109 , 109",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7eb59c02f6d91110VgnVCM1000000b205a0aRCRD,doctor cirajas,3,MADRID,MADRID,28017,PUEBLO NUEVO,CIUDAD LINEAL,446044,4476500,40.435515856536526,-3.6374563613179753,InstalacionesDeportivasBasicas
4543938,Instalación Deportiva Municipal Básica Doctor Vallejo-Nájera,,, Pista de Baloncesto,Pista de baloncesto ,"Metro: Acacias , Pirámides.Bus: 34 , 36 , 116 , 118 , 119.Renfe: Embajadores.",j,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9f1e55ea6471110VgnVCM1000000b205a0aRCRD,gasometro,32,MADRID,MADRID,28005,ACACIAS,ARGANZUELA,439917,4472655,40.40233909331515,-3.7080621422210975,InstalacionesDeportivasBasicas
4546560,Instalación Deportiva Municipal Básica Drácena,,,Pista de hockey sobre patines.,Pista de hockey ,"Bus: 29 , 52 , 70 , 107.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=65c95f362cd81110VgnVCM1000000b205a0aRCRD,dracena,42,MADRID,MADRID,28016,NUEVA ESPAÑA,CHAMARTIN,443301,4479502,40.46425775938073,-3.6687849660111347,CamposEstadiosFutbol
5716963,Instalación Deportiva Municipal Básica Duque de Sevilla,,, Pista de patinaje.,Pista de patinaje ,"Metro: Cruz del RayoBus: 9 , 29 , 52 , 73 , C.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bfd8516239129210VgnVCM1000000b205a0aRCRD,duque de sevilla,1,MADRID,MADRID,28002,EL VISO,CHAMARTIN,442516,4477209,40.44166603700321,-3.6791142497783973,PistasPatinaje
4547580,Instalación Deportiva Municipal Básica Echegaray,,, Pistas de baloncestoPista de fútbol sala,Pistas de baloncesto,"Metro: PavonesBus: 8 , 20 , 30 , 32 , 71 , 100 , 140 , 142 , 144.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1986f30a37391110VgnVCM2000000c205a0aRCRD,encomienda de palacios,324,MADRID,MADRID,28030,PAVONES,MORATALAZ,446173,4472246,40.397201660302876,-3.63557478412475,CamposEstadiosFutbol
4584543,Instalación Deportiva Municipal Básica El Bosco,,, Pista de balonmano pistas de baloncesto,"Pista de balonmano ,Pista de baloncesto ","Bus: 63 , 141 , 143",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=39a4ed32dd2c2110VgnVCM1000000b205a0aRCRD,el bosco,14,MADRID,MADRID,28038,NUMANCIA,PUENTE DE VALLECAS,444833,4472731,40.40148296368549,-3.651406031292048,InstalacionesDeportivasBasicas
4540585,Instalación Deportiva Municipal Básica El Bosque,,, Pista de fútbol sala,Pista de fútbol ,"Bus: 7 , 29 , 70 , 107",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fe125696ed551110VgnVCM1000000b205a0aRCRD,golmayo,17,MADRID,MADRID,28033,PINAR DEL REY,HORTALEZA,443890,4479818,40.46714774021119,-3.6618563692082393,InstalacionesDeportivasBasicas
5785236,Instalación Deportiva Municipal Básica El Capricho I,,, Pista de fútbol (césped artificial)   Pista de fútbol ,"Pista de fútbol ,Pista de fútbol ","Metro: El Capricho.Bus: 101 , 105 , 151.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=57308be7ed48a210VgnVCM2000000c205a0aRCRD,alameda de osuna,48,MADRID,MADRID,28042,ALAMEDA DE OSUNA,BARAJAS,449179,4478356,40.45430519267116,-3.599375619694702,CamposEstadiosFutbol
10291968,Instalación Deportiva Municipal Básica El Capricho II,,,Pista de baloncesto Pista polideportiva (con marcajes de fútbol sala y balonmano Pista de voleibol,"Pista de baloncesto ,Pista de voleibol ,Pista polideportiva",,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e154854e492da510VgnVCM2000001f4a900aRCRD,alameda de osuna,46,MADRID,MADRID,28042,ALAMEDA DE OSUNA,BARAJAS,449096,4478349,40.45424612279451,-3.600342165562562,InstalacionesDeportivasBasicas
4541995,Instalación Deportiva Municipal Básica El Cruce,,, Pistas polideportivas,Pista polideportiva,"Metro: Villaverde Bajo CruceBus: 22 , 59 , 79 , 130",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6d84cf0980a61110VgnVCM1000000b205a0aRCRD,santiago amon,0,MADRID,MADRID,28021,LOS ANGELES,VILLAVERDE,441073,4466719,40.348947003587675,-3.693879611293337,CamposEstadiosFutbol
4544044,Instalación Deportiva Municipal Básica El Espinillo I,,, Pista de patinaje.,Pista de patinaje ,"Metro: Ciudad de los ÁngelesBus: 18 , 22 , 23 , 59 , 79 , 85 , 86 , 123",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4b0169ef89471110VgnVCM1000000b205a0aRCRD,tertulia,7,MADRID,MADRID,28041,LOS ROSALES,VILLAVERDE,441289,4468328,40.361575517254266,-3.6927606788274527,PistasPatinaje
5695077,Instalación Deportiva Municipal Básica El Espinillo III,,, Pista de fútbol sala,Pista de fútbol ,"Metro: Ciudad de los ÁngelesBus: 18 , 22 , 23 , 59 , 79 , 85 , 86 , 123",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c81844c95c9b8210VgnVCM2000000c205a0aRCRD,unanimidad,0,MADRID,MADRID,28041,LOS ROSALES,VILLAVERDE,441245,4468328,40.36157241219842,-3.6932788501569522,CamposEstadiosFutbol
4527600,Instalación Deportiva Municipal Básica El Parque,,, Pista polideportiva,Pista polideportiva,"Metro: Príncipe PíoBus: 25 , 33 , 39 , 41 , 46 , 75 , 138 , C.Renfe: Príncipe Pío",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6de7849491df0110VgnVCM1000000b205a0aRCRD,comandante fortea,25,MADRID,MADRID,28008,CASA DE CAMPO,MONCLOA-ARAVACA,438042,4475494,40.42589471749026,-3.7316975783571404,InstalacionesDeportivasBasicas
4541768,Instalación Deportiva Municipal Básica El Pedernoso - Parque de Villa Rosa - Paco Caño,,, Pistas de baloncesto  Tenis de mesa,Pista de baloncesto ,"Metro: CanillasBus: 73 , 104 , 112 , 120",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ce8dec5c4961110VgnVCM1000000b205a0aRCRD,pedroñeras,42,MADRID,MADRID,28043,CANILLAS,HORTALEZA,446512,4479812,40.46725432234968,-3.6309383657037775,InstalacionesDeportivasBasicas
4527918,Instalación Deportiva Municipal Básica El Plantío,,, Pista de baloncesto,Pista de baloncesto ,Bus: 162,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0dbff9ed8ddf0110VgnVCM1000000b205a0aRCRD,rafael villa,0,MADRID,MADRID,28023,EL PLANTIO,MONCLOA-ARAVACA,430132,4480655,40.47175814207694,-3.8255057822510574,InstalacionesDeportivasBasicas
4555915,Instalación Deportiva Municipal Básica El Torero,,, Frontón Pista de baloncesto Pista de patinaje,"Pista de baloncesto ,Pista de patinaje ","Metro: UseraBus: 23 , 55 , 60",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=13562784040e1110VgnVCM1000000b205a0aRCRD,torero,10,MADRID,MADRID,28026,MOSCARDO,USERA,440165,4471745,40.39227761286618,-3.706318951771014,PistasPatinaje
4548146,Instalación Deportiva Municipal Básica El Vandel,,, Pista de fútbol  tierra Pista de baloncesto Pista de fútbol sala,"Pista de fútbol ,Pista de baloncesto ,Pista de fútbol ","Bus: 30 , 100 , 140",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=18feabc170891110VgnVCM2000000c205a0aRCRD,florencio cano cristobal,9,MADRID,MADRID,28030,MARROQUINA,MORATALAZ,446353,4473492,40.41031893017073,-3.6322802730041026,CamposEstadiosFutbol
4557740,Instalación Deportiva Municipal Básica Electra,,, Pista de baloncesto  Pista polideportiva  Pistas de chito  Tenis de mesa,"Pista de baloncesto ,Pistas de chito ,Pista polideportiva","Metro: Torre AriasBus: 28 , 77, 105 , 140 , 153",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=200b97fcc9ae1110VgnVCM1000000b205a0aRCRD,cronos,65,MADRID,MADRID,28037,SIMANCAS,SAN BLAS-CANILLEJAS,447620,4477128,40.44127421398117,-3.6189277132249833,CamposEstadiosFutbol
4629031,Instalación Deportiva Municipal Básica Eros,,, Pista de Baloncesto,Pista de baloncesto ,"Metro: Méndez ÁlvaroBus: 8 , 102 , 113 , 148 , 152Renfe: Méndez Álvaro",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bcceaba3b9194110VgnVCM1000000b205a0aRCRD,eros,6,MADRID,MADRID,28045,LEGAZPI,ARGANZUELA,442278,4471658,40.39352590492843,-3.6801309337036407,InstalacionesDeportivasBasicas
4557463,Instalación Deportiva Municipal Básica Esfinge,,, Pista de baloncesto Pista de fútbol sala Pistas de petanca Pistas de chito,"Pista de baloncesto ,Pista de fútbol ,Pista de petanca ,Pistas de chito ","Metro: Torre AriasBus: 28 , 48 , 140 , 153",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0e23950eb4ae1110VgnVCM1000000b205a0aRCRD,esfinge,60,MADRID,MADRID,28022,CANILLEJAS,SAN BLAS-CANILLEJAS,448470,4477235,40.44229135833031,-3.608914308760063,CamposEstadiosFutbol
4540393,Instalación Deportiva Municipal Básica Esperanza I - Club Virgen de la Esperanza,,, Pista de fútbol (de césped artificial con  marcajes de F. Pista de fútbol  (de césped artificial).,"Pista de fútbol ,Pista de fútbol ","Metro: EsperanzaBus: 120 , 122.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=414fdc7deb551110VgnVCM1000000b205a0aRCRD,silvano,65,MADRID,MADRID,28043,CANILLAS,HORTALEZA,445541,4479006,40.45993986921884,-3.642319354553547,CamposEstadiosFutbol
5718683,Instalación Deportiva Municipal Básica Esperanza II,,, Pista polideportiva,Pista polideportiva,"Metro: EsperanzaBus: 120 , 122.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b665f7513a629210VgnVCM1000000b205a0aRCRD,silvano,61,MADRID,MADRID,28043,CANILLAS,HORTALEZA,445474,4478911,40.459082202600115,-3.643098932325283,InstalacionesDeportivasBasicas
4528794,Instalación Deportiva Municipal Básica Estanque de las Tormentas,,, Pista de fútbol . Pistas de fútbol sala.,"Pista de fútbol ,Pista de fútbol ","Bus: 160 , 161 , I.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e33d50aa44301110VgnVCM1000000b205a0aRCRD,arroyo de pozuelo,0,MADRID,MADRID,28023,ARAVACA,MONCLOA-ARAVACA,433691,4478442,40.45211512813871,-3.7832937390386396,CamposEstadiosFutbol
5695803,Instalación Deportiva Municipal Básica Estefanita,,, Pista de patinaje.,Pista de patinaje ,"Bus: 85 , 713.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cc6a9ca899ab8210VgnVCM2000000c205a0aRCRD,estefanita,7,MADRID,MADRID,28021,BUTARQUE,VILLAVERDE,442655,4466342,40.345660999492566,-3.6752185536053323,PistasPatinaje
4542884,Instalación Deportiva Municipal Básica Estíbaliz,,, Frontón corto,,"Metro: Pinar del ReyBus: 9 , 72 , 87 , 120 , 125.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7faee49123f61110VgnVCM1000000b205a0aRCRD,estibaliz,30,MADRID,MADRID,28043,PINAR DEL REY,HORTALEZA,444981,4480073,40.469514561623285,-3.6490195041524114,Frontones
4557842,Instalación Deportiva Municipal Básica Euterpe,,, Pista de Fútbol (césped artificial),Pista de fútbol ,Bus: 77,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b5e475944bae1110VgnVCM1000000b205a0aRCRD,euterpe,1,MADRID,MADRID,28022,REJAS,SAN BLAS-CANILLEJAS,449949,4477803,40.44749880003797,-3.5915203945028886,CamposEstadiosFutbol
36401,Instalación Deportiva Municipal Básica Eva Duarte,,, Pistas de bolos y petanca  Pista de chito  Pistas de pádel  Pistas de polideportivas  Tenis de mesa,"Pista de bolos ,Pistas de chito ,Pistas de pádel ,Pistas de polideportivas ","Metro: Manuel Becerra , Ventas.Bus: 1 , 12 , 21 , 38 , 43 , 53 , 56 , 74 , 106 , 110 , 143 , 146 , 156 , 210 , C",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=015e0a47f441f010VgnVCM2000000c205a0aRCRD,doctor gomez ulla,9,MADRID,MADRID,28028,GUINDALERA,SALAMANCA,443342,4475696,40.42997423940213,-3.667961859746943,CamposEstadiosFutbol
4556684,Instalación Deportiva Municipal Básica Evangelios-Almendrales,,, Pista polideportiva,Pista polideportiva,"Metro: Almendrales.Bus: 6 , 18 , 22 , 23 , 59 , 76 , 78 , 79 , 85 , 86 , 123.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=362bfcab645e1110VgnVCM1000000b205a0aRCRD,evangelios,4,MADRID,MADRID,28026,ALMENDRALES,USERA,440644,4470740,40.383258382877266,-3.7005815819050203,InstalacionesDeportivasBasicas
