ID,CALLE,DISTRITO,CODIGOPOSTAL,COORDENADA-X,COORDENADA-Y
445993.0-4475044.0,"CALLE SAN TELESFORO, 2",CIUDAD LINEAL,28017.0,445993.0,4475044.0
445993.4437-4473007.973,"CALLE MERIDA, 16",MORATALAZ,28030.0,445993.4437,4473007.973
445994.9417-4475777.248,"CALLE FRANCISCO RIOJA, 35",CIUDAD LINEAL,28017.0,445994.9417,4475777.248
445995.05-4473500.14,"Calle  Antonio Cumella, 10 ",MORATALAZ,28030.0,445995.05,4473500.14
445995.1594-4473395.206,"CALLE ANTONIO CUMELLA, 6",MORATALAZ,28030.0,445995.1594,4473395.206
445996.1052-4473428.7,"CALLE ANTONIO CUMELLA, 3",MORATALAZ,28030.0,445996.1052,4473428.7
445996.4979-4472885.774,"CALLE MOLINA DE SEGURA, 31",MORATALAZ,28030.0,445996.4979,4472885.774
445998.3698-4473431.622,"CALLE ANTONIO CUMELLA, 3",MORATALAZ,28030.0,445998.3698,4473431.622
445998.9525-4481773.254,"CALLE CARMEN RICO GODOY, 11",HORTALEZA,28055.0,445998.9525,4481773.254
445999.09-4470211.49,"CALLE DEL TRANVIA BLANCO, 4",PUENTE DE VALLECAS,28031.0,445999.09,4470211.49
445999.825-4473266.829,"CALLE MERIDA, 1",MORATALAZ,28030.0,445999.825,4473266.829
446000.2818-4471791.152,"CALLE ARROYO FONTARRON, 395",MORATALAZ,28030.0,446000.2818,4471791.152
446000.4858-4475574.328,"CALLE LUIS RUIZ, 61",CIUDAD LINEAL,28017.0,446000.4858,4475574.328
446001.0-4473077.0,"LUIS DE HOYOS SAINZ, CALLE Nº0 FTE Nº50 C/ PICO ARTILLEROS",MORATALAZ,28030.0,446001.0,4473077.0
446001.3175-4473268.984,"CALLE MERIDA, 1",MORATALAZ,28030.0,446001.3175,4473268.984
446001.64-4479427.65,"Calle  Silvano, 77 ",HORTALEZA,28043.0,446001.64,4479427.65
446002.0343-4481775.457,"CALLE CARMEN RICO GODOY, 11",HORTALEZA,28055.0,446002.0343,4481775.457
446003.1558-4477590.519,"GLORIETA FRANCISCO DE LAS CABEZAS, 2",SAN BLAS - CANILLEJAS,28027.0,446003.1558,4477590.519
446003.33-4470966.62,"CALLE DE LEON FELIPE, 20",PUENTE DE VALLECAS,28038.0,446003.33,4470966.62
446004.2158-4475794.989,"CALLE FRANCISCO RIOJA, 37",CIUDAD LINEAL,28017.0,446004.2158,4475794.989
446004.6417-4473632.307,"CALLE JOSE BERGAMIN, 42",MORATALAZ,28030.0,446004.6417,4473632.307
446006.5549-4480441.162,"CALLE IMPALA, 5",HORTALEZA,28043.0,446006.5549,4480441.162
446007.3656-4479518.117,"CALLE MONTALBOS, 14",HORTALEZA,28043.0,446007.3656,4479518.117
446007.5237-4480442.411,"CALLE IMPALA, 5",HORTALEZA,28043.0,446007.5237,4480442.411
446008.0-4472999.0,"CALLE MERIDA, 18",MORATALAZ,28030.0,446008.0,4472999.0
446008.0-4475872.779,"CALLE BENTAIGA, 1",CIUDAD LINEAL,28017.0,446008.0,4475872.779
446008.06-4470963.48,"CALLE DE LEON FELIPE, 20",PUENTE DE VALLECAS,28038.0,446008.06,4470963.48
446008.09-4469468.25,"CARRETERA DE VILLAVERDE A VALLECAS, 283",VILLA DE VALLECAS,28031.0,446008.09,4469468.25
446010.0-4480545.0,"CALLE MANIZALES, 15",HORTALEZA,28043.0,446010.0,4480545.0
446011.1823-4475512.148,"CALLE LUIS RUIZ, 65",CIUDAD LINEAL,28017.0,446011.1823,4475512.148
446011.9375-4472097.794,"CALLE ENCOMIENDA DE PALACIOS, 233",MORATALAZ,28030.0,446011.9375,4472097.794
446012.7083-4473631.44,"CALLE JOSE BERGAMIN, 42",MORATALAZ,28030.0,446012.7083,4473631.44
446013.0163-4475917.556,"CALLE ALUCAS, 4",CIUDAD LINEAL,28017.0,446013.0163,4475917.556
446014.0312-4476793.895,"CALLE GENERAL ARANAZ, 20",SAN BLAS - CANILLEJAS,28027.0,446014.0312,4476793.895
446014.4125-4472082.296,"CALLE ENCOMIENDA DE PALACIOS, 318",MORATALAZ,28030.0,446014.4125,4472082.296
446015.31-4471145.36,"CALLE DE SAN CLAUDIO, 160",PUENTE DE VALLECAS,28038.0,446015.31,4471145.36
446015.4967-4472975.459,"CALLE MERIDA, 13",MORATALAZ,28030.0,446015.4967,4472975.459
446015.73-4473123.19,"CALLE MARIO CABRE, 14",MORATALAZ,28030.0,446015.73,4473123.19
446015.79-4471152.68,"CALLE DE SAN CLAUDIO, 160",PUENTE DE VALLECAS,28038.0,446015.79,4471152.68
446019.4558-4475498.704,"CALLE LUIS RUIZ, 65",CIUDAD LINEAL,28017.0,446019.4558,4475498.704
446020.92-4475396.862,"CALLE RIO NERVION, 42",CIUDAD LINEAL,28017.0,446020.92,4475396.862
446022.61-4480624.5,"Avenida  Celio Villalba,  Intersección con Calle Manizales",HORTALEZA,28043.0,446022.61,4480624.5
446024.3947-4474986.518,"CALLE SAN HIGINIO, 2",CIUDAD LINEAL,28017.0,446024.3947,4474986.518
446024.9892-4481449.682,"CALLE CARMEN RICO GODOY, 94",HORTALEZA,28055.0,446024.9892,4481449.682
446025.0-4475146.0,"FRANCISCO L. CABALLERO, AV. Nº0 ANT. C/ ARRIGA AV DAROCA",CIUDAD LINEAL,28017.0,446025.0,4475146.0
446025.2225-4480506.106,"CALLE IMPALA, 11",HORTALEZA,28043.0,446025.2225,4480506.106
446026.5983-4474984.106,"CALLE SAN HIGINIO, 2",CIUDAD LINEAL,28017.0,446026.5983,4474984.106
446027.0-4481445.0,"CALLE CARMEN RICO GODOY, 94",HORTALEZA,28055.0,446027.0,4481445.0
446027.3542-4476595.909,"CALLE ALCALA, 430",SAN BLAS - CANILLEJAS,28027.0,446027.3542,4476595.909
446027.5075-4473494.507,"CALLE ANTONIO CUMELLA, 22",MORATALAZ,28030.0,446027.5075,4473494.507
446029.3229-4480586.717,"CALLE IMPALA, 17",HORTALEZA,28043.0,446029.3229,4480586.717
446030.0349-4473308.447,"AVENIDA DOCTOR GARCIA TAPIA, 141",MORATALAZ,28030.0,446030.0349,4473308.447
446030.8725-4475455.657,"CALLE LUIS RUIZ, 62",CIUDAD LINEAL,28017.0,446030.8725,4475455.657
446031.1642-4480604.544,"CALLE MANIZALES, 2",HORTALEZA,28043.0,446031.1642,4480604.544
446035.4083-4477474.328,"CALLE BELICE, 34",SAN BLAS - CANILLEJAS,28027.0,446035.4083,4477474.328
446037.7-4476600.43,"Calle  Alcalá, 432 ",SAN BLAS - CANILLEJAS,28027.0,446037.7,4476600.43
446041.8833-4479684.339,"CALLE LOS EMIGRANTES, 3",HORTALEZA,28043.0,446041.8833,4479684.339
446043.4912-4476239.047,"CALLE HERMANOS GARCIA NOBLEJAS, 26",CIUDAD LINEAL,28017.0,446043.4912,4476239.047
446044.06-4480418.33,"Avenida  Chiquinquira , 2 ",HORTALEZA,28043.0,446044.06,4480418.33
446045.0-4479576.0,"CALLE TIBERIADES, 2",HORTALEZA,28043.0,446045.0,4479576.0
446046.3356-4475076.142,"CALLE SAN TELESFORO, 8",CIUDAD LINEAL,28017.0,446046.3356,4475076.142
446049.09-4471404.42,"CALLE DE RAFAEL FERNANDEZ HIJICOS, 14",PUENTE DE VALLECAS,28038.0,446049.09,4471404.42
446051.0-4480263.0,"MAR DE CRISTAL, GTA. Nº DESP. C/ AREQUIPA (2 MARQ) C/MAR ADRIATICO",HORTALEZA,28043.0,446051.0,4480263.0
446052.7396-4472761.031,"CALLE LUIS DE HOYOS SAINZ, 104",MORATALAZ,28030.0,446052.7396,4472761.031
446053.06-4471413.72,"CALLE DE RAFAEL FERNANDEZ HIJICOS, 25",PUENTE DE VALLECAS,28038.0,446053.06,4471413.72
446053.6187-4473300.35,"AVENIDA DOCTOR GARCIA TAPIA, 143",MORATALAZ,28030.0,446053.6187,4473300.35
446054.9206-4480376.032,"CALLE GUAYABAL, 4",HORTALEZA,28043.0,446054.9206,4480376.032
446055.2687-4472948.597,"CALLE MERIDA, 24",MORATALAZ,28030.0,446055.2687,4472948.597
446055.6187-4480310.514,"CALLE CHIQUINQUIRA, 28",HORTALEZA,28043.0,446055.6187,4480310.514
446056.1425-4475085.851,"CALLE SAN TELESFORO, 10",CIUDAD LINEAL,28017.0,446056.1425,4475085.851
446057.7469-4479072.307,"CALLE EL ALGABEÑO, 54",HORTALEZA,28043.0,446057.7469,4479072.307
446058.8479-4474687.798,"AVENIDA DAROCA, 103",CIUDAD LINEAL,28017.0,446058.8479,4474687.798
446059.7083-4472563.794,"CALLE FUENTE CARRANTONA, 9",MORATALAZ,28030.0,446059.7083,4472563.794
446060.0-4479500.0,"SILVANO, CALLE Nº0  ESQ C/ JOSE RIZAL M - 40",HORTALEZA,28043.0,446060.0,4479500.0
446060.3962-4475979.984,"PLAZA VILAFLOR, 5",CIUDAD LINEAL,28017.0,446060.3962,4475979.984
446061.02-4480605.76,"Calle  Manizales, 30 ",HORTALEZA,28033.0,446061.02,4480605.76
446062.0938-4480598.5,"BUCARAMANGA, AV Nº52 JTO Nº 52 DE C/ BOYACA MAR ADRIATICO",HORTALEZA,28033.0,446062.0938,4480598.5
446063.1036-4475943.885,"PLAZA VILAFLOR, 4",CIUDAD LINEAL,28017.0,446063.1036,4475943.885
446066.41-4469762.65,"CAMINO DE LAS HORMIGUERAS, 168",VILLA DE VALLECAS,28031.0,446066.41,4469762.65
446066.5-4472700.5,"HACIENDA DE PAVONES, CALLE Nº0 FTE Nº 306 PZA DEL ENCUENTRO",MORATALAZ,28030.0,446066.5,4472700.5
446067.28-4472144.58,"Calle  Encomienda de Palacios, 332 ",MORATALAZ,28030.0,446067.28,4472144.58
446068.0-4475946.0,"PLAZA VILAFLOR, 3",CIUDAD LINEAL,28017.0,446068.0,4475946.0
446068.3174-4471788.269,"CALLE ARROYO FONTARRON, 401",MORATALAZ,28030.0,446068.3174,4471788.269
446068.92-4473245.714,"AVENIDA DOCTOR GARCIA TAPIA, 206",MORATALAZ,28030.0,446068.92,4473245.714
446070.9037-4476094.047,"CALLE HERMANOS GARCIA NOBLEJAS, 34",CIUDAD LINEAL,28017.0,446070.9037,4476094.047
446071.3175-4480364.354,"CALLE GUAYABAL, 6",HORTALEZA,28043.0,446071.3175,4480364.354
446071.56-4471283.04,"Calle  Rafael Fernández Hijicos, 32 ",PUENTE DE VALLECAS,28038.0,446071.56,4471283.04
446073.2117-4472075.81,"CALLE ENCOMIENDA DE PALACIOS, 324",MORATALAZ,28030.0,446073.2117,4472075.81
446073.365-4476093.905,"CALLE HERMANOS GARCIA NOBLEJAS, 34",CIUDAD LINEAL,28017.0,446073.365,4476093.905
446073.9919-4472700.608,"CALLE LUIS DE HOYOS SAINZ, 106",MORATALAZ,28030.0,446073.9919,4472700.608
446074.0896-4473241.919,"AVENIDA DOCTOR GARCIA TAPIA, 208",MORATALAZ,28030.0,446074.0896,4473241.919
446074.2917-4479821.502,"CALLE TRIBALDOS, 29",HORTALEZA,28043.0,446074.2917,4479821.502
446076.3908-4475728.201,"CALLE JOSE ARCONES GIL, 80",CIUDAD LINEAL,28017.0,446076.3908,4475728.201
446077.17-4475366.87,"Calle  Santurce,  Intersección con Calle Luis Ruiz",CIUDAD LINEAL,28017.0,446077.17,4475366.87
446077.5448-4475559.556,"CALLE BRAULIO GUTIERREZ, 9",CIUDAD LINEAL,28017.0,446077.5448,4475559.556
446077.6417-4472056.417,"CALLE ENCOMIENDA DE PALACIOS, 324",MORATALAZ,28030.0,446077.6417,4472056.417
446077.6771-4472054.362,"CALLE ENCOMIENDA DE PALACIOS, 324",MORATALAZ,28030.0,446077.6771,4472054.362
446078.0-4473136.0,"CALLE MARIO CABRE, 21",MORATALAZ,28030.0,446078.0,4473136.0
446080.8406-4479221.265,"CALLE VICENTE MORALES, 33",HORTALEZA,28043.0,446080.8406,4479221.265
446080.94-4471159.98,"CALLE DE LOS ANDALUCES, 21",PUENTE DE VALLECAS,28038.0,446080.94,4471159.98
446081.6563-4480199.5,"AREQUIPA, CALLE Nº ESQ. C/ EMIGRANTES M-40",HORTALEZA,28043.0,446081.6563,4480199.5
446083.0217-4474969.704,"CALLE GANDHI, 12",CIUDAD LINEAL,28017.0,446083.0217,4474969.704
446083.7883-4480208.73,"CALLE CHAPARRAL, 7",HORTALEZA,28043.0,446083.7883,4480208.73
446084.365-4473120.233,"CALLE MARIO CABRE, 16",MORATALAZ,28030.0,446084.365,4473120.233
446086.9417-4475546.683,"CALLE BRAULIO GUTIERREZ, 2",CIUDAD LINEAL,28017.0,446086.9417,4475546.683
446088.0854-4477376.588,"CALLE TAMPICO, 46",SAN BLAS - CANILLEJAS,28027.0,446088.0854,4477376.588
446088.5-4480022.0,"EMIGRANTES, CALLE Nº0 ESQ. C/ TRIBALDOS AV. DEL MACHUPICHU",HORTALEZA,28043.0,446088.5,4480022.0
446090.3338-4473129.936,"CALLE MARIO CABRE, 21",MORATALAZ,28030.0,446090.3338,4473129.936
446092.0055-4481268.739,"CALLE CARMEN RICO GODOY, 40",HORTALEZA,28055.0,446092.0055,4481268.739
446093.54-4480496.588,"CALLE CARACOLI, 2",HORTALEZA,28043.0,446093.54,4480496.588
446093.745-4472917.889,"CALLE OBERON, 12",MORATALAZ,28030.0,446093.745,4472917.889
446094.48-4477316.37,"Calle  Tampico, 79 ",SAN BLAS - CANILLEJAS,28027.0,446094.48,4477316.37
446095.1533-4480496.418,"CALLE CARACOLI, 2",HORTALEZA,28043.0,446095.1533,4480496.418
446095.5177-4472920.809,"CALLE OBERON, 12",MORATALAZ,28030.0,446095.5177,4472920.809
446095.59-4471307.74,"CALLE DE RAFAEL FERNANDEZ HIJICOS, 39",PUENTE DE VALLECAS,28038.0,446095.59,4471307.74
446095.62-4471300.86,"CALLE DE RAFAEL FERNANDEZ HIJICOS, 39",PUENTE DE VALLECAS,28038.0,446095.62,4471300.86
446095.74-4471198.51,"CALLE DE RAFAEL FERNANDEZ HIJICOS, 53",PUENTE DE VALLECAS,28038.0,446095.74,4471198.51
446098.7313-4475357.826,"CALLE LUIS RUIZ, 85",CIUDAD LINEAL,28017.0,446098.7313,4475357.826
446099.375-4475785.5,"BRAULIO GUTIERREZ, CALLE Nº0 JTO C/ LUIS RUIZ AV. INSTITUCION LIBRE DE ENSEÑANA",CIUDAD LINEAL,28017.0,446099.375,4475785.5
446100.3392-4475355.186,"CALLE LUIS RUIZ, 85",CIUDAD LINEAL,28017.0,446100.3392,4475355.186
446101.5983-4475124.307,"CALLE SAN TELESFORO, 18",CIUDAD LINEAL,28017.0,446101.5983,4475124.307
446103.1817-4475725.361,"CALLE MAZO, 2",CIUDAD LINEAL,28017.0,446103.1817,4475725.361
446103.4125-4476401.969,"CALLE ARGOS, 7",SAN BLAS - CANILLEJAS,28037.0,446103.4125,4476401.969
446103.47-4471188.8,"CALLE DE RAFAEL FERNANDEZ HIJICOS, 53",PUENTE DE VALLECAS,28038.0,446103.47,4471188.8
446105.72-4471312.11,"CALLE DE RAFAEL FERNANDEZ HIJICOS, 39",PUENTE DE VALLECAS,28038.0,446105.72,4471312.11
446106.59-4471256.82,"CALLE DE RAFAEL FERNANDEZ HIJICOS, 39",PUENTE DE VALLECAS,28038.0,446106.59,4471256.82
446106.7667-4481585.249,"CALLE MOMBUEY, 15",HORTALEZA,28055.0,446106.7667,4481585.249
446107.0-4471556.0,"SAN CLAUDIO, CALLE Nº0 JTO PARQUE CAMPO DEL TORO C/ ANDALUCES",PUENTE DE VALLECAS,28031.0,446107.0,4471556.0
446110.3156-4480203.237,"CALLE CHAPARRAL, 16",HORTALEZA,28043.0,446110.3156,4480203.237
446110.8-4480198.11,"Calle  Chaparral, 16 ",HORTALEZA,28043.0,446110.8,4480198.11
446113.905-4479660.938,"CALLE TREFACIO, 1",HORTALEZA,28043.0,446113.905,4479660.938
446114.1244-4473221.595,"CALLE OBERON, 2",MORATALAZ,28030.0,446114.1244,4473221.595
446114.5313-4480035.5,"EMIGRANTES, CALLE Nº14 - GTA MAR CRISTAL",HORTALEZA,28043.0,446114.5313,4480035.5
446115.6242-4475446.522,"CALLE RIO NERVION, 50",CIUDAD LINEAL,28017.0,446115.6242,4475446.522
446115.625-4472624.5,"FUENTE CARRANTONA, CALLE Nº0 ANTES  C/ HACIENDA DE PAVONES Bº SAN BLAS",MORATALAZ,28030.0,446115.625,4472624.5
446116.0-4473543.0,"CALLE ANTONIO CUMELLA, 20",MORATALAZ,28030.0,446116.0,4473543.0
446116.4083-4472422.323,"CALLE HACIENDA DE PAVONES, 342",MORATALAZ,28030.0,446116.4083,4472422.323
446118.0-4473077.0,"CALLE OBERON, 6",MORATALAZ,28030.0,446118.0,4473077.0
446118.9837-4475975.0,"CALLE ASCAO, 84",CIUDAD LINEAL,28017.0,446118.9837,4475975.0
446119.1262-4476220.412,"CALLE ALBASANZ, 2",SAN BLAS - CANILLEJAS,28037.0,446119.1262,4476220.412
446121.0-4472644.0,"CALLE FUENTE CARRANTONA, 14",MORATALAZ,28030.0,446121.0,4472644.0
446122.6662-4476095.048,"CALLE HERMANOS GARCIA NOBLEJAS, 36",CIUDAD LINEAL,28037.0,446122.6662,4476095.048
446123.795-4475313.223,"CALLE LUIS RUIZ, 89",CIUDAD LINEAL,28017.0,446123.795,4475313.223
446124.1927-4475310.83,"CALLE LUIS RUIZ, 89",CIUDAD LINEAL,28017.0,446124.1927,4475310.83
446124.7663-4484177.138,"CALLE DAMASO ALONSO, 25",HORTALEZA,28055.0,446124.7663,4484177.138
446127.7-4471383.1,"CALLE DE RAFAEL FERNANDEZ HIJICOS, 23",PUENTE DE VALLECAS,28038.0,446127.7,4471383.1
446127.9688-4473559.323,"CALLE JOSE BERGAMIN, 52",MORATALAZ,28030.0,446127.9688,4473559.323
446129.218-4478637.634,"AVENIDA MADROÑOS, 54",HORTALEZA,28043.0,446129.218,4478637.634
446131.0-4475645.0,"CALLE JOSE ARCONES GIL, 57",CIUDAD LINEAL,28017.0,446131.0,4475645.0
446135.3419-4471796.814,"CALLE ARROYO FONTARRON, 425",MORATALAZ,28030.0,446135.3419,4471796.814
446137.0733-4471784.883,"CALLE ARROYO FONTARRON, 425",MORATALAZ,28030.0,446137.0733,4471784.883
446142.0-4472679.0,"CALLE FUENTE CARRANTONA, 16",MORATALAZ,28030.0,446142.0,4472679.0
446143.0-4471366.0,"ANDALUCES, CALLE Nº ESQ. C/ SAN CLAUDIO AV MIGUEL HERNANDEZ",PUENTE DE VALLECAS,28038.0,446143.0,4471366.0
446144.7198-4480299.455,"CALLE CHIQUINQUIRA, 32",HORTALEZA,28043.0,446144.7198,4480299.455
446144.7857-4479244.677,"AVENIDA MACHUPICHU, 56",HORTALEZA,28043.0,446144.7857,4479244.677
446147.825-4475242.624,"CALLE LUIS RUIZ, 74",CIUDAD LINEAL,28017.0,446147.825,4475242.624
446149.8569-4476637.508,"CALLE ALCALA, 448",SAN BLAS - CANILLEJAS,28027.0,446149.8569,4476637.508
446150.1323-4480363.307,"CALLE LURUACO, 1",HORTALEZA,28043.0,446150.1323,4480363.307
446151.7408-4481847.201,"CALLE CARMEN RICO GODOY, 35",HORTALEZA,28055.0,446151.7408,4481847.201
446152.0-4475609.0,"CALLE BRAULIO GUTIERREZ, 13",CIUDAD LINEAL,28017.0,446152.0,4475609.0
446152.79-4472416.39,"Calle  Hacienda de Pavones, 231 ",MORATALAZ,28030.0,446152.79,4472416.39
446154.0227-4481342.934,"CAMINO CENAGALES, 8",HORTALEZA,28043.0,446154.0227,4481342.934
446155.78-4472002.79,"Calle  Encomienda de Palacios, 360 ",MORATALAZ,28030.0,446155.78,4472002.79
446157.6031-4481474.0,"CALLE MOMBUEY, 2",HORTALEZA,28055.0,446157.6031,4481474.0
446158.475-4473405.117,"CALLE FOBOS, 11",MORATALAZ,28030.0,446158.475,4473405.117
446159.0-4476427.0,"INSTITUCION LIBRE ENSEÑANZA, AV Nº28 ESQ C/VITAL AZA PZA ALSACIA",CIUDAD LINEAL,28037.0,446159.0,4476427.0
446159.7667-4476027.095,"CALLE HERMANOS GARCIA NOBLEJAS, 40",CIUDAD LINEAL,28017.0,446159.7667,4476027.095
446160.8406-4481317.414,"CAMINO CENAGALES, 8",HORTALEZA,28043.0,446160.8406,4481317.414
446165.4688-4479851.0,"EMIGRANTES, CALLE Nº0 ESQ CTRA DE CANILLAS AV. DEL MACHUPICHU",HORTALEZA,28043.0,446165.4688,4479851.0
446167.2808-4480486.27,"CALLE CHUCURI, 6",HORTALEZA,28043.0,446167.2808,4480486.27
446167.9267-4475051.058,"CALLE LUIS RUIZ, 111",CIUDAD LINEAL,28017.0,446167.9267,4475051.058
446168.0-4473616.0,"CALLE JOSE BERGAMIN, 58",MORATALAZ,28030.0,446168.0,4473616.0
446169.1635-4473616.323,"CALLE JOSE BERGAMIN, 58",MORATALAZ,28030.0,446169.1635,4473616.323
446169.9375-4472399.148,"CALLE HACIENDA DE PAVONES, 231",MORATALAZ,28030.0,446169.9375,4472399.148
446170.4775-4472398.223,"CALLE HACIENDA DE PAVONES, 231",MORATALAZ,28030.0,446170.4775,4472398.223
446171.6849-4472012.031,"CALLE ENCOMIENDA DE PALACIOS, 362",MORATALAZ,28030.0,446171.6849,4472012.031
446172.6133-4475477.026,"CALLE RIO NERVION, 56",CIUDAD LINEAL,28017.0,446172.6133,4475477.026
446173.0-4469985.0,"HORMIGUERAS, CAMINO Nº165 JTO CORREOS Cº POZO TIO RAIMUNDO",VILLA DE VALLECAS,28031.0,446173.0,4469985.0
446177.0-4477183.0,"CALLE TAMPICO, 34",SAN BLAS - CANILLEJAS,28027.0,446177.0,4477183.0
446177.14-4470216.64,"CALLE DEL TROLE, 14",PUENTE DE VALLECAS,28031.0,446177.14,4470216.64
446177.3125-4476817.0,"ALCALA, CALLE Nº438 ESQ. C/ ALBARRACIN NII",SAN BLAS - CANILLEJAS,28027.0,446177.3125,4476817.0
446181.3886-4480205.677,"CALLE CHAPARRAL, 31",HORTALEZA,28043.0,446181.3886,4480205.677
446181.73-4475022.777,"CALLE LUIS RUIZ, 111",CIUDAD LINEAL,28017.0,446181.73,4475022.777
446183.56-4479298.34,"Calle  Silvano, 97 Frente al número 97, intersección con Avenida Machupichu",HORTALEZA,28043.0,446183.56,4479298.34
446185.8617-4473469.233,"CALLE FOBOS, 17",MORATALAZ,28030.0,446185.8617,4473469.233
446186.2008-4479135.777,"AVENIDA MACHUPICHU, 85",HORTALEZA,28043.0,446186.2008,4479135.777
446186.3338-4478303.174,"RONDA AVUTARDA, 15",HORTALEZA,28043.0,446186.3338,4478303.174
446187.285-4481764.598,"CALLE MARAGATERIA, 49",HORTALEZA,28055.0,446187.285,4481764.598
446188.0-4481189.0,"CALLE CARMEN RICO GODOY, 18",HORTALEZA,28055.0,446188.0,4481189.0
446188.6378-4475153.461,"CALLE LUIS RUIZ, 107",CIUDAD LINEAL,28017.0,446188.6378,4475153.461
446189.0-4475738.916,"CALLE SANTO DOMINGO SAVIO, 2",CIUDAD LINEAL,28017.0,446189.0,4475738.916
446189.3867-4475150.307,"CALLE LUIS RUIZ, 107",CIUDAD LINEAL,28017.0,446189.3867,4475150.307
446190.84-4475227.68,"Calle  Luis Ruiz, 84 ",CIUDAD LINEAL,28017.0,446190.84,4475227.68
446192.0-4477421.0,"LOPEZ DE ARANDA, CALLE Nº ESQ ANTIOQUIA C/ ARTURO SORIA",SAN BLAS - CANILLEJAS,28027.0,446192.0,4477421.0
446193.0-4477790.5,"JUAN IGNACIO LUCA TENA, CALLE Nº4 GTA.RICARDO VELAZQUE",SAN BLAS - CANILLEJAS,28027.0,446193.0,4477790.5
446193.0902-4475728.378,"CALLE SANTO DOMINGO SAVIO, 2",CIUDAD LINEAL,28017.0,446193.0902,4475728.378
446194.38-4475960.799,"PLAZA LA OROTAVA, 6",CIUDAD LINEAL,28037.0,446194.38,4475960.799
446194.8125-4472627.0,"HACIENDA DE PAVONES, CALLE Nº0 FTE Nº 215 BULEVAR JOSÉ PRAT",MORATALAZ,28030.0,446194.8125,4472627.0
446197.2341-4477097.437,"CALLE SIRO MUELA, 42",SAN BLAS - CANILLEJAS,28027.0,446197.2341,4477097.437
446197.5853-4480191.327,"CALLE CHAPARRAL, 24",HORTALEZA,28043.0,446197.5853,4480191.327
446198.0-4473008.803,"CALLE MERIDA, 52",MORATALAZ,28030.0,446198.0,4473008.803
446205.5448-4473476.37,"CALLE FOBOS, 4",MORATALAZ,28030.0,446205.5448,4473476.37
446206.0-4481460.0,"CALLE HERMANOS GASCON, 12",HORTALEZA,28055.0,446206.0,4481460.0
446207.8125-4477532.5,"TAMPICO, CALLE Nº81 ESQ.C/Mª LOMBILLO C/ALCALA",SAN BLAS - CANILLEJAS,28027.0,446207.8125,4477532.5
446213.2537-4481463.015,"CALLE HERMANOS GASCON, 12",HORTALEZA,28055.0,446213.2537,4481463.015
446215.3494-4480300.175,"CALLE PAIPA, 1",HORTALEZA,28043.0,446215.3494,4480300.175
446222.2053-4479862.677,"CALLE TRIBALDOS, 24",HORTALEZA,28043.0,446222.2053,4479862.677
446223.0-4481728.0,"CALLE MURIAS DE PAREDES, 51",HORTALEZA,28055.0,446223.0,4481728.0
446226.8521-4475452.043,"CALLE VALLE GUERRA, 2",CIUDAD LINEAL,28017.0,446226.8521,4475452.043
446228.0-4479464.0,"MACHUPICHU, AV Nº0  ESQ C/ VICENTE MORALES AV. DE LOS ANDES",HORTALEZA,28043.0,446228.0,4479464.0
446228.4017-4477383.518,"CALLE TUMACO, 20",SAN BLAS - CANILLEJAS,28027.0,446228.4017,4477383.518
446230.235-4477258.169,"CALLE LOPEZ DE ARANDA, 48",SAN BLAS - CANILLEJAS,28027.0,446230.235,4477258.169
446232.54-4469797.76,"CAMINO DE LAS HORMIGUERAS, 176",VILLA DE VALLECAS,28031.0,446232.54,4469797.76
446232.5833-4473031.197,"CALLE MARIO CABRE, 24",MORATALAZ,28030.0,446232.5833,4473031.197
446234.0638-4477551.047,"CALLE TESEO, 126",SAN BLAS - CANILLEJAS,28027.0,446234.0638,4477551.047
446234.4437-4473330.747,"CALLE FLORENCIO CANO CRISTOBAL, 1",MORATALAZ,28030.0,446234.4437,4473330.747
446234.5237-4476667.935,"CALLE ALCALA, 462",SAN BLAS - CANILLEJAS,28027.0,446234.5237,4476667.935
446235.1588-4480286.048,"CALLE PAIPA, 2",HORTALEZA,28043.0,446235.1588,4480286.048
446235.1686-4479527.24,"CALLE MOTA DEL CUERVO, 1",HORTALEZA,28043.0,446235.1686,4479527.24
446235.3717-4475491.678,"CALLE LUIS DEL CAMPO, 1",CIUDAD LINEAL,28017.0,446235.3717,4475491.678
446239.8942-4475766.752,"CALLE SAUZAL, 10",CIUDAD LINEAL,28017.0,446239.8942,4475766.752
446241.0006-4481557.858,"CALLE CACABELOS, 25",HORTALEZA,28055.0,446241.0006,4481557.858
446241.0-4472985.0,"LUIS DE HOYOS SAINZ, CALLE Nº0 ESQ C/ FUENTE CARRANTONA C/ PICO ARTILLEROS",MORATALAZ,28030.0,446241.0,4472985.0
446243.6849-4471832.307,"CALLE ARROYO FONTARRON, 463",MORATALAZ,28030.0,446243.6849,4471832.307
446244.8165-4471960.0,"CALLE ENCOMIENDA DE PALACIOS, 376",MORATALAZ,28030.0,446244.8165,4471960.0
446247.2742-4475864.942,"CALLE TAJUYA, 10",CIUDAD LINEAL,28037.0,446247.2742,4475864.942
446248.707-4478504.955,"CALLE CASCANUECES, 17",HORTALEZA,28043.0,446248.707,4478504.955
446249.04-4470346.89,"CALLE DEL TRANVIA DE ARGANDA, 3",PUENTE DE VALLECAS,28031.0,446249.04,4470346.89
