,ID,TIPO,UBICACION,HORARIO
28861,RESTO-445614.5677-4473463.265,RESTO,445614.5677-4473463.265,24 horas
28862,RESTO-445617.8833-4472012.408,RESTO,445617.8833-4472012.408,24 horas
28863,RESTO-445624.4037-4473208.318,RESTO,445624.4037-4473208.318,24 horas
28864,RESTO-445624.61-4470465.17,RESTO,445624.61-4470465.17,24 horas
28865,RESTO-445627.6187-4472969.381,RESTO,445627.6187-4472969.381,24 horas
28866,RESTO-445627.95-4471347.30,RESTO,445627.95-4471347.3,24 horas
28867,RESTO-445628.2536-4475831.805,RESTO,445628.2536-4475831.805,24 horas
28868,RESTO-445630.1366-4473373.281,RESTO,445630.1366-4473373.281,24 horas
28869,RESTO-445632.79-4471582.59,RESTO,445632.79-4471582.59,24 horas
28870,RESTO-445636.2402-4472047.112,RESTO,445636.2402-4472047.112,24 horas
28871,RESTO-445641.29-4471489.84,RESTO,445641.29-4471489.84,24 horas
28872,RESTO-445641.44-4471123.86,RESTO,445641.44-4471123.86,24 horas
28873,RESTO-445648.73-4471134.91,RESTO,445648.73-4471134.91,24 horas
28874,RESTO-445649.0294-4473365.283,RESTO,445649.0294-4473365.283,24 horas
28875,RESTO-445651.1241-4479569.249,RESTO,445651.1241-4479569.249,24 horas
28876,RESTO-445653.5079-4473225.119,RESTO,445653.5079-4473225.119,24 horas
28877,RESTO-445653.5878-4480627.073,RESTO,445653.5878-4480627.073,24 horas
28878,RESTO-445654.5875-4475845.92,RESTO,445654.5875-4475845.92,24 horas
28879,RESTO-445656.3082-4479519.807,RESTO,445656.3082-4479519.807,24 horas
28880,RESTO-445656.9927-4472761.775,RESTO,445656.9927-4472761.775,24 horas
28881,RESTO-445659.10-4470621.33,RESTO,445659.1-4470621.33,24 horas
28882,RESTO-445660-4472968,RESTO,445660.0-4472968.0,24 horas
28883,RESTO-445662.4125-4472238.841,RESTO,445662.4125-4472238.841,24 horas
28884,RESTO-445662.9104-4473426.428,RESTO,445662.9104-4473426.428,24 horas
28885,RESTO-445667.12-4470872.14,RESTO,445667.12-4470872.14,24 horas
28886,RESTO-445668.83-4470639.46,RESTO,445668.83-4470639.46,24 horas
28887,RESTO-445668.83-4470862.80,RESTO,445668.83-4470862.8,24 horas
28888,RESTO-445668.93-4470735.26,RESTO,445668.93-4470735.26,24 horas
28889,RESTO-445671.5743-4472376.105,RESTO,445671.5743-4472376.105,24 horas
28890,RESTO-445671.705-4472116.664,RESTO,445671.705-4472116.664,24 horas
28891,RESTO-445672.1167-4473319.661,RESTO,445672.1167-4473319.661,24 horas
28892,RESTO-445674.7463-4472509.367,RESTO,445674.7463-4472509.367,24 horas
28893,RESTO-445678.13-4471162.89,RESTO,445678.13-4471162.89,24 horas
28894,RESTO-445680.78-4470660.24,RESTO,445680.78-4470660.24,24 horas
28895,RESTO-445681.9427-4475074.217,RESTO,445681.9427-4475074.217,24 horas
28896,RESTO-445683.54-4471042.19,RESTO,445683.54-4471042.19,24 horas
28897,RESTO-445686.9448-4473251.444,RESTO,445686.9448-4473251.444,24 horas
28898,RESTO-445688.78-4471261.16,RESTO,445688.78-4471261.16,24 horas
28899,RESTO-445688.92-4471022.61,RESTO,445688.92-4471022.61,24 horas
28900,RESTO-445691.34-4470677.37,RESTO,445691.34-4470677.37,24 horas
28901,RESTO-445692.74-4471398.56,RESTO,445692.74-4471398.56,24 horas
28902,RESTO-445695.57-4470569.00,RESTO,445695.57-4470569.0,24 horas
28903,RESTO-445696.8456-4472296.932,RESTO,445696.8456-4472296.932,24 horas
28904,RESTO-445697.5798-4472692.123,RESTO,445697.5798-4472692.123,24 horas
28905,RESTO-445701.89-4471162.05,RESTO,445701.89-4471162.05,24 horas
28906,RESTO-445705.001-4479521.694,RESTO,445705.001-4479521.694,24 horas
28907,RESTO-445706.5677-4473226.117,RESTO,445706.5677-4473226.117,24 horas
28908,RESTO-445709.5363-4480505.123,RESTO,445709.5363-4480505.123,24 horas
28909,RESTO-445712.1558-4480700.9,RESTO,445712.1558-4480700.9,24 horas
28910,RESTO-445713.2141-4480458.237,RESTO,445713.2141-4480458.237,24 horas
28911,RESTO-445714.5397-4472530.957,RESTO,445714.5397-4472530.957,24 horas
28912,RESTO-445716.99-4471442.45,RESTO,445716.99-4471442.45,24 horas
28913,RESTO-445717.13-4471097.00,RESTO,445717.13-4471097.0,24 horas
28914,RESTO-445717.50-4471324.67,RESTO,445717.5-4471324.67,24 horas
28915,RESTO-445719-4473410,RESTO,445719.0-4473410.0,24 horas
28916,RESTO-445722.32-4471439.08,RESTO,445722.32-4471439.08,24 horas
28917,RESTO-445722.48-4470757.85,RESTO,445722.48-4470757.85,24 horas
28918,RESTO-445724.5292-4473005.969,RESTO,445724.5292-4473005.969,24 horas
28919,RESTO-445724.8413-4475884.46,RESTO,445724.8413-4475884.46,24 horas
28920,RESTO-445734.555-4475765.556,RESTO,445734.555-4475765.556,24 horas
28921,RESTO-445738.9078-4472641.971,RESTO,445738.9078-4472641.971,24 horas
28922,RESTO-445741.9063-4473110.661,RESTO,445741.9063-4473110.661,24 horas
28923,RESTO-445742.095-4475058.588,RESTO,445742.095-4475058.588,24 horas
28924,RESTO-445744.8011-4475174.172,RESTO,445744.8011-4475174.172,24 horas
28925,RESTO-445745.6662-4475958.936,RESTO,445745.6662-4475958.936,24 horas
28926,RESTO-445748.7313-4473036,RESTO,445748.7313-4473036.0,24 horas
28927,RESTO-445754.50-4471476.59,RESTO,445754.5-4471476.59,24 horas
28928,RESTO-445755.6825-4475087.111,RESTO,445755.6825-4475087.111,24 horas
28929,RESTO-445758.65-4470536.57,RESTO,445758.65-4470536.57,24 horas
28930,RESTO-445763.6187-4475905.714,RESTO,445763.6187-4475905.714,24 horas
28931,RESTO-445763.825-4475927.206,RESTO,445763.825-4475927.206,24 horas
28932,RESTO-445764.3969-4480687.191,RESTO,445764.3969-4480687.191,24 horas
28933,RESTO-445766.1262-4480452.493,RESTO,445766.1262-4480452.493,24 horas
28934,RESTO-445769.41-4471190.20,RESTO,445769.41-4471190.2,24 horas
28935,RESTO-445769.78-4471370.69,RESTO,445769.78-4471370.69,24 horas
28936,RESTO-445770.57-4470540.71,RESTO,445770.57-4470540.71,24 horas
28937,RESTO-445773.1113-4472202.191,RESTO,445773.1113-4472202.191,24 horas
28938,RESTO-445774.0776-4472430.283,RESTO,445774.0776-4472430.283,24 horas
28939,RESTO-445774.62-4471207.37,RESTO,445774.62-4471207.37,24 horas
28940,RESTO-445775.3477-4472361.253,RESTO,445775.3477-4472361.253,24 horas
28941,RESTO-445775.555-4480521.239,RESTO,445775.555-4480521.239,24 horas
28942,RESTO-445777.18-4471525.60,RESTO,445777.18-4471525.6,24 horas
28943,RESTO-445778.635-4480480.476,RESTO,445778.635-4480480.476,24 horas
28944,RESTO-445779.56-4470739.23,RESTO,445779.56-4470739.23,24 horas
28945,RESTO-445785.9362-4480597.921,RESTO,445785.9362-4480597.921,24 horas
28946,RESTO-445788.9837-4475794.445,RESTO,445788.9837-4475794.445,24 horas
28947,RESTO-445791.3331-4480640.128,RESTO,445791.3331-4480640.128,24 horas
28948,RESTO-445793.4763-4473594.381,RESTO,445793.4763-4473594.381,24 horas
28949,RESTO-445794.85-4471199.12,RESTO,445794.85-4471199.12,24 horas
28950,RESTO-445800.3064-4472774.268,RESTO,445800.3064-4472774.268,24 horas
28951,RESTO-445802.0475-4475862.524,RESTO,445802.0475-4475862.524,24 horas
28952,RESTO-445805-4471859,RESTO,445805.0-4471859.0,24 horas
28953,RESTO-445805-4473523.239,RESTO,445805.0-4473523.239,24 horas
28954,RESTO-445808.4288-4475128.92,RESTO,445808.4288-4475128.92,24 horas
28955,RESTO-445809.6903-4472949.151,RESTO,445809.6903-4472949.151,24 horas
28956,RESTO-445810.0475-4473488.049,RESTO,445810.0475-4473488.049,24 horas
28957,RESTO-445811.0854-4480716.413,RESTO,445811.0854-4480716.413,24 horas
28958,RESTO-445814.8887-4475838,RESTO,445814.8887-4475838.0,24 horas
28959,RESTO-445814.9538-4472569.571,RESTO,445814.9538-4472569.571,24 horas
28960,RESTO-445819.7964-4472555.107,RESTO,445819.7964-4472555.107,24 horas
28961,RESTO-445820.43-4471345.24,RESTO,445820.43-4471345.24,24 horas
28962,RESTO-445820.8413-4473426.81,RESTO,445820.8413-4473426.81,24 horas
28963,RESTO-445823.27-4470904.09,RESTO,445823.27-4470904.09,24 horas
28964,RESTO-445824.5358-4472749.412,RESTO,445824.5358-4472749.412,24 horas
28965,RESTO-445825.8413-4475096.111,RESTO,445825.8413-4475096.111,24 horas
28966,RESTO-445825.85-4471073.24,RESTO,445825.85-4471073.24,24 horas
28967,RESTO-445828.8372-4480427.81,RESTO,445828.8372-4480427.81,24 horas
28968,RESTO-445833.2029-4480464.058,RESTO,445833.2029-4480464.058,24 horas
28969,RESTO-445834.0059-4472288.466,RESTO,445834.0059-4472288.466,24 horas
28970,RESTO-445835.1965-4472482.406,RESTO,445835.1965-4472482.406,24 horas
28971,RESTO-445841.2462-4480519.727,RESTO,445841.2462-4480519.727,24 horas
28972,RESTO-445849.484-4472375.778,RESTO,445849.484-4472375.778,24 horas
28973,RESTO-445851.03-4471092.60,RESTO,445851.03-4471092.6,24 horas
28974,RESTO-445851.3698-4480327.428,RESTO,445851.3698-4480327.428,24 horas
28975,RESTO-445854.6031-4480642.56,RESTO,445854.6031-4480642.56,24 horas
28976,RESTO-445858.59-4471198.66,RESTO,445858.59-4471198.66,24 horas
28977,RESTO-445862.0192-4475086.577,RESTO,445862.0192-4475086.577,24 horas
28978,RESTO-445862.8358-4475719.799,RESTO,445862.8358-4475719.799,24 horas
28979,RESTO-445863.3125-4480576.559,RESTO,445863.3125-4480576.559,24 horas
28980,RESTO-445866.9688-4475961.761,RESTO,445866.9688-4475961.761,24 horas
28981,RESTO-445867.6187-4473169.398,RESTO,445867.6187-4473169.398,24 horas
28982,RESTO-445868.2515-4472812.58,RESTO,445868.2515-4472812.58,24 horas
28983,RESTO-445868.6615-4471832.977,RESTO,445868.6615-4471832.977,24 horas
28984,RESTO-445869.5875-4475184.062,RESTO,445869.5875-4475184.062,24 horas
28985,RESTO-445871.0891-4471941.29,RESTO,445871.0891-4471941.29,24 horas
28986,RESTO-445875.3088-4480805.24,RESTO,445875.3088-4480805.24,24 horas
28987,RESTO-445879.6964-4480671.696,RESTO,445879.6964-4480671.696,24 horas
28988,RESTO-445880.555-4475844.62,RESTO,445880.555-4475844.62,24 horas
28989,RESTO-445882.88-4470835.61,RESTO,445882.88-4470835.61,24 horas
28990,RESTO-445883.91-4471262.08,RESTO,445883.91-4471262.08,24 horas
28991,RESTO-445884.23-4471447.13,RESTO,445884.23-4471447.13,24 horas
28992,RESTO-445884.85-4471039.07,RESTO,445884.85-4471039.07,24 horas
28993,RESTO-445885.8575-4480399.493,RESTO,445885.8575-4480399.493,24 horas
28994,RESTO-445888.04-4471186.46,RESTO,445888.04-4471186.46,24 horas
28995,RESTO-445897.9355-4479586.275,RESTO,445897.9355-4479586.275,24 horas
28996,RESTO-445901.8155-4475681.631,RESTO,445901.8155-4475681.631,24 horas
28997,RESTO-445903.9571-4472691.242,RESTO,445903.9571-4472691.242,24 horas
28998,RESTO-445905.16-4470700.03,RESTO,445905.16-4470700.03,24 horas
28999,RESTO-445905.4083-4473010.381,RESTO,445905.4083-4473010.381,24 horas
29000,RESTO-445907.37-4471455.06,RESTO,445907.37-4471455.06,24 horas
29001,RESTO-445908.194-4472832.888,RESTO,445908.194-4472832.888,24 horas
29002,RESTO-445911.73-4470858.60,RESTO,445911.73-4470858.6,24 horas
29003,RESTO-445912.5875-4475988.301,RESTO,445912.5875-4475988.301,24 horas
29004,RESTO-445913.56-4471241.33,RESTO,445913.56-4471241.33,24 horas
29005,RESTO-445916.0392-4480241.248,RESTO,445916.0392-4480241.248,24 horas
29006,RESTO-445917.1711-4475064.651,RESTO,445917.1711-4475064.651,24 horas
29007,RESTO-445920.80-4471245.94,RESTO,445920.8-4471245.94,24 horas
29008,RESTO-445923.5008-4475751.19,RESTO,445923.5008-4475751.19,24 horas
29009,RESTO-445928.8833-4473290.65,RESTO,445928.8833-4473290.65,24 horas
29010,RESTO-445940.4396-4472937.206,RESTO,445940.4396-4472937.206,24 horas
29011,RESTO-445940.73-4471791.037,RESTO,445940.73-4471791.037,24 horas
29012,RESTO-445944.0725-4475607.256,RESTO,445944.0725-4475607.256,24 horas
29013,RESTO-445944.2141-4475124.938,RESTO,445944.2141-4475124.938,24 horas
29014,RESTO-445944.6353-4480631.37,RESTO,445944.6353-4480631.37,24 horas
29015,RESTO-445946.5785-4473640.832,RESTO,445946.5785-4473640.832,24 horas
29016,RESTO-445946.7313-4473337.332,RESTO,445946.7313-4473337.332,24 horas
29017,RESTO-445948.2322-4472460.068,RESTO,445948.2322-4472460.068,24 horas
29018,RESTO-445949.78-4471121.19,RESTO,445949.78-4471121.19,24 horas
29019,RESTO-445951.5292-4473092.942,RESTO,445951.5292-4473092.942,24 horas
29020,RESTO-445953.4473-4475977.475,RESTO,445953.4473-4475977.475,24 horas
29021,RESTO-445960.06-4470992.46,RESTO,445960.06-4470992.46,24 horas
29022,RESTO-445964.46-4471473.30,RESTO,445964.46-4471473.3,24 horas
29023,RESTO-445966.4817-4480388.387,RESTO,445966.4817-4480388.387,24 horas
29024,RESTO-445966.6187-4472104.56,RESTO,445966.6187-4472104.56,24 horas
29025,RESTO-445967.4817-4480659.916,RESTO,445967.4817-4480659.916,24 horas
29026,RESTO-445967.7351-4472742.306,RESTO,445967.7351-4472742.306,24 horas
29027,RESTO-445970.35-4471479.03,RESTO,445970.35-4471479.03,24 horas
29028,RESTO-445970.3962-4475893.016,RESTO,445970.3962-4475893.016,24 horas
29029,RESTO-445973.8548-4475554.838,RESTO,445973.8548-4475554.838,24 horas
29030,RESTO-445979.7201-4472785.393,RESTO,445979.7201-4472785.393,24 horas
29031,RESTO-445983.9831-4480311.598,RESTO,445983.9831-4480311.598,24 horas
29032,RESTO-445984.0312-4473471.714,RESTO,445984.0312-4473471.714,24 horas
29033,RESTO-445984-4481618,RESTO,445984.0-4481618.0,24 horas
29034,RESTO-445986.7938-4473178.895,RESTO,445986.7938-4473178.895,24 horas
29035,RESTO-445990.53-4471193.05,RESTO,445990.53-4471193.05,24 horas
29036,RESTO-445991.205-4480219.847,RESTO,445991.205-4480219.847,24 horas
29037,RESTO-445993.4437-4473007.973,RESTO,445993.4437-4473007.973,24 horas
29038,RESTO-445993-4475044,RESTO,445993.0-4475044.0,24 horas
29039,RESTO-445995.1594-4473395.206,RESTO,445995.1594-4473395.206,24 horas
29040,RESTO-445996.1052-4473428.7,RESTO,445996.1052-4473428.7,24 horas
29041,RESTO-445996.4979-4472885.774,RESTO,445996.4979-4472885.774,24 horas
29042,RESTO-445998.9525-4481773.254,RESTO,445998.9525-4481773.254,24 horas
29043,RESTO-445999.825-4473266.829,RESTO,445999.825-4473266.829,24 horas
29044,RESTO-446000.2818-4471791.152,RESTO,446000.2818-4471791.152,24 horas
29045,RESTO-446000.4858-4475574.328,RESTO,446000.4858-4475574.328,24 horas
29046,RESTO-446004.2158-4475794.989,RESTO,446004.2158-4475794.989,24 horas
29047,RESTO-446004.6417-4473632.307,RESTO,446004.6417-4473632.307,24 horas
29048,RESTO-446007.5237-4480442.411,RESTO,446007.5237-4480442.411,24 horas
29049,RESTO-446008.06-4470963.48,RESTO,446008.06-4470963.48,24 horas
29050,RESTO-446008-4475872.779,RESTO,446008.0-4475872.779,24 horas
29051,RESTO-446010-4480545,RESTO,446010.0-4480545.0,24 horas
29052,RESTO-446011.9375-4472097.794,RESTO,446011.9375-4472097.794,24 horas
29053,RESTO-446013.0163-4475917.556,RESTO,446013.0163-4475917.556,24 horas
29054,RESTO-446014.4125-4472082.296,RESTO,446014.4125-4472082.296,24 horas
29055,RESTO-446015.31-4471145.36,RESTO,446015.31-4471145.36,24 horas
29056,RESTO-446015.4967-4472975.459,RESTO,446015.4967-4472975.459,24 horas
29057,RESTO-446015.73-4473123.19,RESTO,446015.73-4473123.19,24 horas
29058,RESTO-446019.4558-4475498.704,RESTO,446019.4558-4475498.704,24 horas
29059,RESTO-446020.92-4475396.862,RESTO,446020.92-4475396.862,24 horas
29060,RESTO-446025.2225-4480506.106,RESTO,446025.2225-4480506.106,24 horas
29061,RESTO-446026.5983-4474984.106,RESTO,446026.5983-4474984.106,24 horas
29062,RESTO-446027.5075-4473494.507,RESTO,446027.5075-4473494.507,24 horas
29063,RESTO-446027-4481445,RESTO,446027.0-4481445.0,24 horas
29064,RESTO-446030.0349-4473308.447,RESTO,446030.0349-4473308.447,24 horas
29065,RESTO-446030.8725-4475455.657,RESTO,446030.8725-4475455.657,24 horas
29066,RESTO-446031.1642-4480604.544,RESTO,446031.1642-4480604.544,24 horas
29067,RESTO-446046.3356-4475076.142,RESTO,446046.3356-4475076.142,24 horas
29068,RESTO-446049.09-4471404.42,RESTO,446049.09-4471404.42,24 horas
29069,RESTO-446053.06-4471413.72,RESTO,446053.06-4471413.72,24 horas
29070,RESTO-446054.9206-4480376.032,RESTO,446054.9206-4480376.032,24 horas
29071,RESTO-446055.2687-4472948.597,RESTO,446055.2687-4472948.597,24 horas
29072,RESTO-446055.6187-4480310.514,RESTO,446055.6187-4480310.514,24 horas
29073,RESTO-446059.7083-4472563.794,RESTO,446059.7083-4472563.794,24 horas
29074,RESTO-446060.3962-4475979.984,RESTO,446060.3962-4475979.984,24 horas
29075,RESTO-446068.3174-4471788.269,RESTO,446068.3174-4471788.269,24 horas
29076,RESTO-446068-4475946,RESTO,446068.0-4475946.0,24 horas
29077,RESTO-446073.2117-4472075.81,RESTO,446073.2117-4472075.81,24 horas
29078,RESTO-446073.365-4476093.905,RESTO,446073.365-4476093.905,24 horas
29079,RESTO-446073.9919-4472700.608,RESTO,446073.9919-4472700.608,24 horas
29080,RESTO-446074.0896-4473241.919,RESTO,446074.0896-4473241.919,24 horas
29081,RESTO-446077.6771-4472054.362,RESTO,446077.6771-4472054.362,24 horas
29082,RESTO-446083.0217-4474969.704,RESTO,446083.0217-4474969.704,24 horas
29083,RESTO-446083.7883-4480208.73,RESTO,446083.7883-4480208.73,24 horas
29084,RESTO-446084.365-4473120.233,RESTO,446084.365-4473120.233,24 horas
29085,RESTO-446086.9417-4475546.683,RESTO,446086.9417-4475546.683,24 horas
29086,RESTO-446090.3338-4473129.936,RESTO,446090.3338-4473129.936,24 horas
29087,RESTO-446092.0055-4481268.739,RESTO,446092.0055-4481268.739,24 horas
29088,RESTO-446093.54-4480496.588,RESTO,446093.54-4480496.588,24 horas
29089,RESTO-446093.745-4472917.889,RESTO,446093.745-4472917.889,24 horas
29090,RESTO-446095.62-4471300.86,RESTO,446095.62-4471300.86,24 horas
29091,RESTO-446095.74-4471198.51,RESTO,446095.74-4471198.51,24 horas
29092,RESTO-446098.7313-4475357.826,RESTO,446098.7313-4475357.826,24 horas
29093,RESTO-446101.5983-4475124.307,RESTO,446101.5983-4475124.307,24 horas
29094,RESTO-446103.1817-4475725.361,RESTO,446103.1817-4475725.361,24 horas
29095,RESTO-446103.47-4471188.80,RESTO,446103.47-4471188.8,24 horas
29096,RESTO-446105.72-4471312.11,RESTO,446105.72-4471312.11,24 horas
29097,RESTO-446106.59-4471256.82,RESTO,446106.59-4471256.82,24 horas
29098,RESTO-446106.7667-4481585.249,RESTO,446106.7667-4481585.249,24 horas
29099,RESTO-446115.6242-4475446.522,RESTO,446115.6242-4475446.522,24 horas
29100,RESTO-446116.4083-4472422.323,RESTO,446116.4083-4472422.323,24 horas
29101,RESTO-446116-4473543,RESTO,446116.0-4473543.0,24 horas
29102,RESTO-446122.6662-4476095.048,RESTO,446122.6662-4476095.048,24 horas
29103,RESTO-446123.795-4475313.223,RESTO,446123.795-4475313.223,24 horas
29104,RESTO-446131-4475645,RESTO,446131.0-4475645.0,24 horas
29105,RESTO-446135.3419-4471796.814,RESTO,446135.3419-4471796.814,24 horas
29106,RESTO-446142-4472679,RESTO,446142.0-4472679.0,24 horas
29107,RESTO-446144.7198-4480299.455,RESTO,446144.7198-4480299.455,24 horas
29108,RESTO-446147.825-4475242.624,RESTO,446147.825-4475242.624,24 horas
29109,RESTO-446150.1323-4480363.307,RESTO,446150.1323-4480363.307,24 horas
29110,RESTO-446151.7408-4481847.201,RESTO,446151.7408-4481847.201,24 horas
29111,RESTO-446152-4475609,RESTO,446152.0-4475609.0,24 horas
29112,RESTO-446154.0227-4481342.934,RESTO,446154.0227-4481342.934,24 horas
29113,RESTO-446157.6031-4481474,RESTO,446157.6031-4481474.0,24 horas
29114,RESTO-446158.475-4473405.117,RESTO,446158.475-4473405.117,24 horas
29115,RESTO-446159.7667-4476027.095,RESTO,446159.7667-4476027.095,24 horas
29116,RESTO-446167.2808-4480486.27,RESTO,446167.2808-4480486.27,24 horas
29117,RESTO-446167.9267-4475051.058,RESTO,446167.9267-4475051.058,24 horas
29118,RESTO-446168-4473616,RESTO,446168.0-4473616.0,24 horas
29119,RESTO-446169.9375-4472399.148,RESTO,446169.9375-4472399.148,24 horas
29120,RESTO-446171.6849-4472012.031,RESTO,446171.6849-4472012.031,24 horas
29121,RESTO-446172.6133-4475477.026,RESTO,446172.6133-4475477.026,24 horas
29122,RESTO-446181.3886-4480205.677,RESTO,446181.3886-4480205.677,24 horas
29123,RESTO-446185.8617-4473469.233,RESTO,446185.8617-4473469.233,24 horas
29124,RESTO-446188-4481189,RESTO,446188.0-4481189.0,24 horas
29125,RESTO-446189.3867-4475150.307,RESTO,446189.3867-4475150.307,24 horas
29126,RESTO-446189-4475738.916,RESTO,446189.0-4475738.916,24 horas
29127,RESTO-446194.38-4475960.799,RESTO,446194.38-4475960.799,24 horas
29128,RESTO-446198-4473008.803,RESTO,446198.0-4473008.803,24 horas
29129,RESTO-446213.2537-4481463.015,RESTO,446213.2537-4481463.015,24 horas
29130,RESTO-446223-4481728,RESTO,446223.0-4481728.0,24 horas
29131,RESTO-446235.1588-4480286.048,RESTO,446235.1588-4480286.048,24 horas
29132,RESTO-446235.3717-4475491.678,RESTO,446235.3717-4475491.678,24 horas
29133,RESTO-446239.8942-4475766.752,RESTO,446239.8942-4475766.752,24 horas
29134,RESTO-446241.0006-4481557.858,RESTO,446241.0006-4481557.858,24 horas
29135,RESTO-446243.6849-4471832.307,RESTO,446243.6849-4471832.307,24 horas
29136,RESTO-446244.8165-4471960,RESTO,446244.8165-4471960.0,24 horas
29137,RESTO-446247.2742-4475864.942,RESTO,446247.2742-4475864.942,24 horas
29138,RESTO-446252.76-4474744.825,RESTO,446252.76-4474744.825,24 horas
29139,RESTO-446258.5617-4473100.767,RESTO,446258.5617-4473100.767,24 horas
29140,RESTO-446259.0271-4472365.058,RESTO,446259.0271-4472365.058,24 horas
29141,RESTO-446262.555-4480183.015,RESTO,446262.555-4480183.015,24 horas
29142,RESTO-446263.6567-4473023.624,RESTO,446263.6567-4473023.624,24 horas
29143,RESTO-446272.2945-4472955.569,RESTO,446272.2945-4472955.569,24 horas
29144,RESTO-446273.0367-4473144.482,RESTO,446273.0367-4473144.482,24 horas
29145,RESTO-446286.3175-4475642.307,RESTO,446286.3175-4475642.307,24 horas
29146,RESTO-446289.4708-4480469.847,RESTO,446289.4708-4480469.847,24 horas
29147,RESTO-446290.5292-4480336.237,RESTO,446290.5292-4480336.237,24 horas
29148,RESTO-446290.65-4473174.942,RESTO,446290.65-4473174.942,24 horas
29149,RESTO-446292.0163-4475350.064,RESTO,446292.0163-4475350.064,24 horas
29150,RESTO-446293.426-4481653.093,RESTO,446293.426-4481653.093,24 horas
29151,RESTO-446293-4474845,RESTO,446293.0-4474845.0,24 horas
29152,RESTO-446300.3082-4473166.231,RESTO,446300.3082-4473166.231,24 horas
29153,RESTO-446302.9525-4480276.619,RESTO,446302.9525-4480276.619,24 horas
29154,RESTO-446307.4958-4481504.834,RESTO,446307.4958-4481504.834,24 horas
29155,RESTO-446309.0108-4474685.069,RESTO,446309.0108-4474685.069,24 horas
29156,RESTO-446317.6927-4481918.634,RESTO,446317.6927-4481918.634,24 horas
29157,RESTO-446325.2225-4475286.905,RESTO,446325.2225-4475286.905,24 horas
29158,RESTO-446329.3955-4472761.541,RESTO,446329.3955-4472761.541,24 horas
29159,RESTO-446343.445-4475255.016,RESTO,446343.445-4475255.016,24 horas
29160,RESTO-446348.095-4481280.624,RESTO,446348.095-4481280.624,24 horas
29161,RESTO-446348-4473066,RESTO,446348.0-4473066.0,24 horas
29162,RESTO-446365.5021-4472430.704,RESTO,446365.5021-4472430.704,24 horas
29163,RESTO-446367.2398-4475562.386,RESTO,446367.2398-4475562.386,24 horas
29164,RESTO-446377.4288-4474787.905,RESTO,446377.4288-4474787.905,24 horas
29165,RESTO-446379.7083-4480188,RESTO,446379.7083-4480188.0,24 horas
29166,RESTO-446380.1594-4481775.683,RESTO,446380.1594-4481775.683,24 horas
29167,RESTO-446396.4708-4472612.123,RESTO,446396.4708-4472612.123,24 horas
29168,RESTO-446398.6656-4472664.984,RESTO,446398.6656-4472664.984,24 horas
29169,RESTO-446399.6146-4472502.471,RESTO,446399.6146-4472502.471,24 horas
29170,RESTO-446402.3283-4480263.35,RESTO,446402.3283-4480263.35,24 horas
29171,RESTO-446405.2694-4481352.348,RESTO,446405.2694-4481352.348,24 horas
29172,RESTO-446409.3975-4475627.54,RESTO,446409.3975-4475627.54,24 horas
29173,RESTO-446409.8833-4481890.248,RESTO,446409.8833-4481890.248,24 horas
29174,RESTO-446416.4627-4472660.31,RESTO,446416.4627-4472660.31,24 horas
29175,RESTO-446420.7137-4475545.364,RESTO,446420.7137-4475545.364,24 horas
29176,RESTO-446424.73-4470509.37,RESTO,446424.73-4470509.37,24 horas
29177,RESTO-446427.5875-4474602.223,RESTO,446427.5875-4474602.223,24 horas
29178,RESTO-446434.4437-4481615.19,RESTO,446434.4437-4481615.19,24 horas
29179,RESTO-446443-4475175.307,RESTO,446443.0-4475175.307,24 horas
29180,RESTO-446448.4288-4474715.064,RESTO,446448.4288-4474715.064,24 horas
29181,RESTO-446450.07-4470634.95,RESTO,446450.07-4470634.95,24 horas
29182,RESTO-446450.9688-4475551.54,RESTO,446450.9688-4475551.54,24 horas
29183,RESTO-446468-4481430,RESTO,446468.0-4481430.0,24 horas
29184,RESTO-446474.5075-4475446.588,RESTO,446474.5075-4475446.588,24 horas
29185,RESTO-446475.285-4481520.349,RESTO,446475.285-4481520.349,24 horas
29186,RESTO-446476.825-4481170.514,RESTO,446476.825-4481170.514,24 horas
29187,RESTO-446478.81-4475503.159,RESTO,446478.81-4475503.159,24 horas
29188,RESTO-446503.6187-4475394.254,RESTO,446503.6187-4475394.254,24 horas
29189,RESTO-446506.38-4469936.89,RESTO,446506.38-4469936.89,24 horas
29190,RESTO-446506-4472763.767,RESTO,446506.0-4472763.767,24 horas
29191,RESTO-446507.88-4470087.40,RESTO,446507.88-4470087.4,24 horas
29192,RESTO-446514.7938-4474664.794,RESTO,446514.7938-4474664.794,24 horas
29193,RESTO-446528.7775-4475347.73,RESTO,446528.7775-4475347.73,24 horas
29194,RESTO-446532.362-4481793.479,RESTO,446532.362-4481793.479,24 horas
29195,RESTO-446534.3151-4475395.759,RESTO,446534.3151-4475395.759,24 horas
29196,RESTO-446538.3813-4481147.074,RESTO,446538.3813-4481147.074,24 horas
29197,RESTO-446540.8833-4475227.175,RESTO,446540.8833-4475227.175,24 horas
29198,RESTO-446546.3656-4481253.545,RESTO,446546.3656-4481253.545,24 horas
29199,RESTO-446548.0156-4475727.265,RESTO,446548.0156-4475727.265,24 horas
29200,RESTO-446553.7354-4472764.56,RESTO,446553.7354-4472764.56,24 horas
